sido_code,sigungu_code,emd_code,week_type,velocity_AVRG_NRMLT,시도,시군구
23,23030,2303060,weekday,52.42,인천광역시,남구
23,23060,2306062,weekday,42.22,인천광역시,부평구
23,23050,2305053,weekday,42.35,인천광역시,남동구
23,23040,2304065,weekday,46.95,인천광역시,연수구
23,23050,2305052,weekday,42.17,인천광역시,남동구
23,23050,2305065,weekday,52.31,인천광역시,남동구
23,23080,2308065,weekday,42.37,인천광역시,서구
23,23030,2303054,weekday,43.88,인천광역시,남구
23,23080,2308056,weekday,50.78,인천광역시,서구
23,23080,2308060,weekday,48.38,인천광역시,서구
23,23040,2304055,weekday,38.63,인천광역시,연수구
23,23040,2304052,weekday,51.32,인천광역시,연수구
23,23060,2306053,weekday,44.3,인천광역시,부평구
23,23050,2305072,weekday,50.84,인천광역시,남동구
23,23080,2308070,weekday,41.39,인천광역시,서구
23,23060,2306052,weekday,53.61,인천광역시,부평구
23,23010,2301053,weekday,49.52,인천광역시,인천_중구
23,23020,2302057,weekday,43.21,인천광역시,동구
23,23080,2308077,weekday,46.97,인천광역시,서구
23,23040,2304057,weekday,50.93,인천광역시,연수구
23,23050,2305074,weekday,42.37,인천광역시,남동구
23,23020,2302064,weekday,36.3,인천광역시,동구
23,23040,2304058,weekday,46.62,인천광역시,연수구
23,23070,2307055,weekday,41.49,인천광역시,계양구
23,23080,2308074,weekday,47.31,인천광역시,서구
23,23070,2307054,weekday,43.14,인천광역시,계양구
23,23050,2305056,weekday,39.01,인천광역시,남동구
23,23020,2302051,weekday,44.77,인천광역시,동구
23,23050,2305060,weekday,38.33,인천광역시,남동구
23,23310,2331035,weekday,57.23,인천광역시,강화군
23,23030,2303075,weekday,46.08,인천광역시,남구
23,23040,2304051,weekday,42.85,인천광역시,연수구
23,23310,2331036,weekday,48.27,인천광역시,강화군
23,23060,2306059,weekday,38.85,인천광역시,부평구
23,23310,2331033,weekday,52.9,인천광역시,강화군
23,23050,2305067,weekday,51.72,인천광역시,남동구
23,23050,2305051,weekday,39.68,인천광역시,남동구
23,23310,2331011,weekday,51.54,인천광역시,강화군
23,23040,2304056,weekday,40.61,인천광역시,연수구
23,23020,2302053,weekday,66.11,인천광역시,동구
23,23030,2303066,weekday,44.99,인천광역시,남구
23,23050,2305064,weekday,47.77,인천광역시,남동구
23,23320,2332037,weekday,45.39,인천광역시,옹진군
23,23010,2301060,weekday,43.89,인천광역시,인천_중구
23,23080,2308055,weekday,58.11,인천광역시,서구
23,23010,2301052,weekday,43.41,인천광역시,인천_중구
23,23060,2306061,weekday,42.34,인천광역시,부평구
23,23060,2306065,weekday,46.11,인천광역시,부평구
23,23070,2307058,weekday,54.93,인천광역시,계양구
23,23050,2305058,weekday,45.61,인천광역시,남동구
23,23080,2308079,weekday,56.19,인천광역시,서구
23,23080,2308054,weekday,48.32,인천광역시,서구
23,23060,2306072,weekday,41.07,인천광역시,부평구
23,23050,2305061,weekday,45.16,인천광역시,남동구
23,23060,2306057,weekday,43.02,인천광역시,부평구
23,23020,2302055,weekday,44.19,인천광역시,동구
23,23010,2301061,weekday,35.84,인천광역시,인천_중구
23,23060,2306067,weekday,36.79,인천광역시,부평구
23,23070,2307061,weekday,55.89,인천광역시,계양구
23,23080,2308064,weekday,38.44,인천광역시,서구
23,23030,2303059,weekday,41.2,인천광역시,남구
23,23030,2303072,weekday,38.45,인천광역시,남구
31,31130,3113051,weekday,45.77,경기도,남양주시
31,31380,3138031,weekday,66.6,경기도,양평군
31,31280,3128037,weekday,62.94,경기도,여주시
31,31013,3101354,weekday,48.21,경기도,수원시 팔달구
31,31042,3104255,weekday,41.16,경기도,안양시 동안구
31,31041,3104164,weekday,54.25,경기도,안양시 만안구
31,31023,3102361,weekday,60.45,경기도,성남시 분당구
31,31210,3121036,weekday,59.29,경기도,이천시
31,31220,3122040,weekday,58.19,경기도,안성시
31,31030,3103056,weekday,66.82,경기도,의정부시
31,31180,3118063,weekday,49.12,경기도,하남시
31,31060,3106062,weekday,42.57,경기도,광명시
31,31050,3105082,weekday,48.37,경기도,부천시
31,31011,3101158,weekday,39.94,경기도,수원시 장안구
31,31104,3110453,weekday,44.01,경기도,고양시 일산서구
31,31280,3128032,weekday,69.78,경기도,여주시
31,31050,3105074,weekday,40.3,경기도,부천시
31,31030,3103065,weekday,46.74,경기도,의정부시
31,31021,3102158,weekday,43.76,경기도,성남시 수정구
31,31350,3135012,weekday,52.77,경기도,연천군
31,31013,3101372,weekday,44.5,경기도,수원시 팔달구
31,31103,3110356,weekday,44.12,경기도,고양시 일산동구
31,31280,3128035,weekday,53.96,경기도,여주시
31,31193,3119355,weekday,44.87,경기도,용인시 수지구
31,31070,3107061,weekday,36.74,경기도,평택시
31,31180,3118064,weekday,54.17,경기도,하남시
31,31380,3138041,weekday,53.2,경기도,양평군
31,31092,3109266,weekday,45.03,경기도,안산시 단원구
31,31180,3118060,weekday,44.75,경기도,하남시
31,31060,3106065,weekday,39.43,경기도,광명시
31,31270,3127041,weekday,54.25,경기도,포천시
31,31101,3110165,weekday,40.98,경기도,고양시 덕양구
31,31240,3124036,weekday,59.69,경기도,화성시
31,31101,3110167,weekday,44.82,경기도,고양시 덕양구
31,31270,3127033,weekday,62.49,경기도,포천시
31,31030,3103060,weekday,52.02,경기도,의정부시
31,31191,3119132,weekday,54.58,경기도,용인시 처인구
31,31192,3119261,weekday,56.11,경기도,용인시 기흥구
31,31050,3105066,weekday,40.59,경기도,부천시
31,31350,3135037,weekday,54.9,경기도,연천군
31,31011,3101157,weekday,39.8,경기도,수원시 장안구
31,31240,3124035,weekday,48.52,경기도,화성시
31,31091,3109177,weekday,46.41,경기도,안산시 상록구
31,31041,3104155,weekday,39.11,경기도,안양시 만안구
31,31022,3102260,weekday,52.3,경기도,성남시 중원구
31,31014,3101462,weekday,55.51,경기도,수원시 영통구
31,31140,3114055,weekday,50.77,경기도,오산시
31,31070,3107059,weekday,46.63,경기도,평택시
31,31250,3125051,weekday,41.36,경기도,광주시
31,31023,3102378,weekday,37.21,경기도,성남시 분당구
31,31101,3110164,weekday,56.37,경기도,고양시 덕양구
31,31070,3107060,weekday,44.91,경기도,평택시
31,31210,3121031,weekday,54.25,경기도,이천시
31,31380,3138036,weekday,67.03,경기도,양평군
31,31011,3101163,weekday,55.36,경기도,수원시 장안구
31,31200,3120054,weekday,51.31,경기도,파주시
31,31380,3138033,weekday,53.24,경기도,양평군
31,31240,3124065,weekday,50.89,경기도,화성시
31,31050,3105086,weekday,52.36,경기도,부천시
31,31230,3123035,weekday,49.82,경기도,김포시
31,31103,3110351,weekday,41.83,경기도,고양시 일산동구
31,31280,3128052,weekday,46.46,경기도,여주시
31,31180,3118053,weekday,41.34,경기도,하남시
31,31011,3101162,weekday,40.36,경기도,수원시 장안구
31,31014,3101465,weekday,41.9,경기도,수원시 영통구
31,31050,3105053,weekday,41.26,경기도,부천시
31,31013,3101353,weekday,50.86,경기도,수원시 팔달구
31,31250,3125052,weekday,42.51,경기도,광주시
31,31193,3119353,weekday,43.49,경기도,용인시 수지구
31,31200,3120026,weekday,57.65,경기도,파주시
31,31011,3101161,weekday,46.48,경기도,수원시 장안구
31,31070,3107053,weekday,49.14,경기도,평택시
31,31270,3127038,weekday,68.91,경기도,포천시
31,31170,3117052,weekday,53.56,경기도,의왕시
31,31091,3109158,weekday,48.48,경기도,안산시 상록구
31,31191,3119113,weekday,56.61,경기도,용인시 처인구
31,31092,3109274,weekday,44.53,경기도,안산시 단원구
31,31030,3103057,weekday,45.45,경기도,의정부시
31,31191,3119136,weekday,55.12,경기도,용인시 처인구
31,31240,3124061,weekday,41.46,경기도,화성시
31,31050,3105056,weekday,47.52,경기도,부천시
31,31080,3108060,weekday,51.29,경기도,동두천시
31,31200,3120036,weekday,61.61,경기도,파주시
31,31041,3104154,weekday,35.23,경기도,안양시 만안구
31,31210,3121034,weekday,58.27,경기도,이천시
31,31200,3120032,weekday,55.37,경기도,파주시
31,31021,3102152,weekday,39.88,경기도,성남시 수정구
31,31050,3105072,weekday,43.44,경기도,부천시
31,31140,3114054,weekday,47.64,경기도,오산시
31,31193,3119356,weekday,41.91,경기도,용인시 수지구
31,31021,3102165,weekday,59.48,경기도,성남시 수정구
31,31060,3106057,weekday,40.06,경기도,광명시
31,31200,3120052,weekday,40.8,경기도,파주시
31,31014,3101466,weekday,41.45,경기도,수원시 영통구
31,31060,3106056,weekday,46.6,경기도,광명시
31,31240,3124054,weekday,40.15,경기도,화성시
31,31080,3108056,weekday,53.17,경기도,동두천시
31,31240,3124014,weekday,53.15,경기도,화성시
31,31050,3105075,weekday,47.57,경기도,부천시
31,31370,3137011,weekday,53.24,경기도,가평군
31,31070,3107051,weekday,45.11,경기도,평택시
31,31012,3101257,weekday,47.26,경기도,수원시 권선구
31,31170,3117053,weekday,43.37,경기도,의왕시
31,31220,3122033,weekday,53.87,경기도,안성시
31,31210,3121011,weekday,59.51,경기도,이천시
31,31370,3137035,weekday,69.81,경기도,가평군
31,31021,3102154,weekday,55.01,경기도,성남시 수정구
31,31260,3126031,weekday,52.94,경기도,양주시
31,31011,3101160,weekday,39.14,경기도,수원시 장안구
31,31070,3107034,weekday,55.76,경기도,평택시
31,31220,3122034,weekday,54.19,경기도,안성시
31,31150,3115069,weekday,58.62,경기도,시흥시
31,31140,3114051,weekday,46.71,경기도,오산시
31,31050,3105085,weekday,39.57,경기도,부천시
31,31160,3116057,weekday,39.08,경기도,군포시
31,31260,3126056,weekday,54.47,경기도,양주시
31,31250,3125012,weekday,60.08,경기도,광주시
31,31060,3106054,weekday,34.37,경기도,광명시
31,31021,3102157,weekday,41.88,경기도,성남시 수정구
31,31210,3121032,weekday,54.64,경기도,이천시
31,31011,3101154,weekday,54.79,경기도,수원시 장안구
31,31200,3120012,weekday,58.62,경기도,파주시
31,31042,3104261,weekday,51.87,경기도,안양시 동안구
31,31150,3115061,weekday,43.78,경기도,시흥시
31,31011,3101155,weekday,44.42,경기도,수원시 장안구
31,31013,3101370,weekday,43.32,경기도,수원시 팔달구
31,31104,3110456,weekday,40.07,경기도,고양시 일산서구
31,31060,3106067,weekday,53.79,경기도,광명시
31,31070,3107013,weekday,53.16,경기도,평택시
31,31220,3122035,weekday,53.0,경기도,안성시
31,31230,3123060,weekday,56.78,경기도,김포시
31,31140,3114052,weekday,46.52,경기도,오산시
31,31150,3115067,weekday,48.36,경기도,시흥시
31,31042,3104257,weekday,41.23,경기도,안양시 동안구
31,31104,3110458,weekday,57.68,경기도,고양시 일산서구
31,31103,3110354,weekday,43.5,경기도,고양시 일산동구
31,31260,3126011,weekday,49.3,경기도,양주시
31,31210,3121012,weekday,56.88,경기도,이천시
31,31080,3108053,weekday,40.09,경기도,동두천시
31,31200,3120055,weekday,49.65,경기도,파주시
31,31030,3103066,weekday,48.8,경기도,의정부시
31,31270,3127040,weekday,67.14,경기도,포천시
31,31103,3110360,weekday,46.73,경기도,고양시 일산동구
31,31130,3113053,weekday,41.92,경기도,남양주시
31,31050,3105073,weekday,42.52,경기도,부천시
31,31023,3102371,weekday,55.6,경기도,성남시 분당구
31,31050,3105079,weekday,44.9,경기도,부천시
31,31103,3110352,weekday,39.02,경기도,고양시 일산동구
31,31380,3138032,weekday,63.23,경기도,양평군
31,31240,3124067,weekday,49.93,경기도,화성시
31,31050,3105069,weekday,44.46,경기도,부천시
31,31060,3106064,weekday,39.2,경기도,광명시
31,31192,3119255,weekday,47.81,경기도,용인시 기흥구
31,31130,3113011,weekday,51.52,경기도,남양주시
31,31270,3127052,weekday,54.16,경기도,포천시
31,31011,3101159,weekday,42.03,경기도,수원시 장안구
31,31050,3105081,weekday,46.62,경기도,부천시
31,31120,3112055,weekday,47.54,경기도,구리시
31,31160,3116055,weekday,47.83,경기도,군포시
31,31092,3109277,weekday,48.32,경기도,안산시 단원구
31,31210,3121033,weekday,63.2,경기도,이천시
31,31210,3121035,weekday,50.73,경기도,이천시
31,31191,3119151,weekday,49.6,경기도,용인시 처인구
31,31042,3104267,weekday,44.83,경기도,안양시 동안구
31,31041,3104163,weekday,40.28,경기도,안양시 만안구
31,31193,3119358,weekday,39.81,경기도,용인시 수지구
31,31192,3119256,weekday,49.22,경기도,용인시 기흥구
31,31103,3110358,weekday,54.01,경기도,고양시 일산동구
31,31192,3119254,weekday,50.86,경기도,용인시 기흥구
31,31041,3104151,weekday,41.98,경기도,안양시 만안구
31,31160,3116059,weekday,41.79,경기도,군포시
31,31023,3102359,weekday,40.5,경기도,성남시 분당구
31,31230,3123058,weekday,44.82,경기도,김포시
31,31350,3135036,weekday,64.14,경기도,연천군
31,31013,3101355,weekday,47.27,경기도,수원시 팔달구
31,31022,3102254,weekday,41.81,경기도,성남시 중원구
31,31021,3102166,weekday,69.84,경기도,성남시 수정구
31,31240,3124055,weekday,47.74,경기도,화성시
31,31092,3109270,weekday,46.19,경기도,안산시 단원구
31,31022,3102255,weekday,36.36,경기도,성남시 중원구
31,31092,3109275,weekday,41.43,경기도,안산시 단원구
31,31014,3101451,weekday,41.5,경기도,수원시 영통구
31,31170,3117054,weekday,48.73,경기도,의왕시
31,31092,3109276,weekday,49.19,경기도,안산시 단원구
31,31050,3105080,weekday,44.41,경기도,부천시
31,31101,3110159,weekday,55.2,경기도,고양시 덕양구
31,31130,3113054,weekday,61.96,경기도,남양주시
31,31022,3102262,weekday,41.39,경기도,성남시 중원구
31,31104,3110452,weekday,40.87,경기도,고양시 일산서구
31,31021,3102160,weekday,36.34,경기도,성남시 수정구
31,31280,3128033,weekday,60.59,경기도,여주시
31,31260,3126053,weekday,47.57,경기도,양주시
31,31110,3111053,weekday,39.23,경기도,과천시
31,31042,3104253,weekday,39.59,경기도,안양시 동안구
31,31050,3105059,weekday,47.5,경기도,부천시
31,31180,3118056,weekday,43.08,경기도,하남시
31,31023,3102375,weekday,47.94,경기도,성남시 분당구
31,31260,3126052,weekday,48.96,경기도,양주시
31,31192,3119259,weekday,48.08,경기도,용인시 기흥구
31,31160,3116061,weekday,39.98,경기도,군포시
31,31130,3113057,weekday,51.18,경기도,남양주시
31,31042,3104254,weekday,40.09,경기도,안양시 동안구
31,31220,3122042,weekday,57.01,경기도,안성시
31,31070,3107058,weekday,35.65,경기도,평택시
31,31023,3102372,weekday,48.27,경기도,성남시 분당구
31,31200,3120035,weekday,54.46,경기도,파주시
31,31192,3119257,weekday,42.15,경기도,용인시 기흥구
31,31150,3115056,weekday,62.84,경기도,시흥시
31,31023,3102351,weekday,42.29,경기도,성남시 분당구
31,31120,3112056,weekday,40.35,경기도,구리시
31,31220,3122011,weekday,50.95,경기도,안성시
31,31023,3102363,weekday,39.82,경기도,성남시 분당구
31,31270,3127035,weekday,63.19,경기도,포천시
31,31240,3124066,weekday,49.25,경기도,화성시
31,31260,3126051,weekday,51.99,경기도,양주시
31,31070,3107064,weekday,47.89,경기도,평택시
31,31270,3127032,weekday,67.74,경기도,포천시
31,31101,3110158,weekday,45.28,경기도,고양시 덕양구
31,31230,3123011,weekday,49.18,경기도,김포시
31,31101,3110154,weekday,49.38,경기도,고양시 덕양구
31,31370,3137032,weekday,61.99,경기도,가평군
31,31150,3115062,weekday,40.13,경기도,시흥시
31,31120,3112054,weekday,64.6,경기도,구리시
31,31280,3128011,weekday,58.7,경기도,여주시
31,31042,3104262,weekday,45.44,경기도,안양시 동안구
31,31270,3127031,weekday,61.9,경기도,포천시
31,31191,3119112,weekday,52.31,경기도,용인시 처인구
31,31230,3123062,weekday,44.49,경기도,김포시
31,31091,3109157,weekday,56.42,경기도,안산시 상록구
31,31013,3101369,weekday,37.76,경기도,수원시 팔달구
31,31022,3102253,weekday,39.72,경기도,성남시 중원구
31,31280,3128038,weekday,57.8,경기도,여주시
31,31021,3102168,weekday,44.47,경기도,성남시 수정구
31,31110,3111056,weekday,53.81,경기도,과천시
31,31240,3124038,weekday,54.97,경기도,화성시
31,31200,3120021,weekday,57.52,경기도,파주시
31,31041,3104162,weekday,38.7,경기도,안양시 만안구
31,31210,3121054,weekday,43.69,경기도,이천시
31,31240,3124015,weekday,54.51,경기도,화성시
31,31160,3116054,weekday,43.32,경기도,군포시
31,31030,3103053,weekday,40.27,경기도,의정부시
31,31050,3105078,weekday,41.11,경기도,부천시
31,31023,3102354,weekday,43.11,경기도,성남시 분당구
31,31012,3101252,weekday,45.16,경기도,수원시 권선구
31,31180,3118065,weekday,44.55,경기도,하남시
31,31170,3117056,weekday,60.95,경기도,의왕시
31,31060,3106058,weekday,41.5,경기도,광명시
31,31240,3124056,weekday,45.8,경기도,화성시
31,31250,3125036,weekday,87.93,경기도,광주시
31,31150,3115055,weekday,60.04,경기도,시흥시
31,31350,3135034,weekday,57.21,경기도,연천군
31,31160,3116060,weekday,37.49,경기도,군포시
31,31230,3123036,weekday,51.08,경기도,김포시
31,31030,3103052,weekday,42.36,경기도,의정부시
31,31200,3120031,weekday,51.33,경기도,파주시
31,31270,3127039,weekday,64.23,경기도,포천시
31,31180,3118051,weekday,64.97,경기도,하남시
31,31200,3120013,weekday,58.7,경기도,파주시
31,31104,3110455,weekday,40.45,경기도,고양시 일산서구
31,31021,3102153,weekday,43.5,경기도,성남시 수정구
31,31022,3102258,weekday,41.95,경기도,성남시 중원구
31,31022,3102261,weekday,49.56,경기도,성남시 중원구
31,31041,3104158,weekday,44.62,경기도,안양시 만안구
31,31210,3121038,weekday,51.46,경기도,이천시
31,31170,3117055,weekday,43.04,경기도,의왕시
31,31091,3109176,weekday,41.39,경기도,안산시 상록구
31,31021,3102156,weekday,36.82,경기도,성남시 수정구
31,31041,3104161,weekday,50.74,경기도,안양시 만안구
31,31060,3106051,weekday,38.88,경기도,광명시
31,31080,3108055,weekday,44.83,경기도,동두천시
31,31192,3119253,weekday,46.57,경기도,용인시 기흥구
31,31030,3103059,weekday,57.76,경기도,의정부시
31,31230,3123056,weekday,44.7,경기도,김포시
31,31070,3107057,weekday,40.02,경기도,평택시
31,31370,3137031,weekday,64.04,경기도,가평군
31,31104,3110451,weekday,40.01,경기도,고양시 일산서구
31,31091,3109173,weekday,60.5,경기도,안산시 상록구
31,31104,3110459,weekday,52.34,경기도,고양시 일산서구
31,31110,3111054,weekday,35.74,경기도,과천시
31,31200,3120038,weekday,66.21,경기도,파주시
31,31150,3115051,weekday,51.21,경기도,시흥시
31,31350,3135035,weekday,47.76,경기도,연천군
31,31350,3135038,weekday,61.54,경기도,연천군
31,31380,3138011,weekday,48.56,경기도,양평군
31,31150,3115053,weekday,56.14,경기도,시흥시
31,31200,3120037,weekday,60.14,경기도,파주시
31,31170,3117051,weekday,56.39,경기도,의왕시
31,31160,3116058,weekday,49.07,경기도,군포시
31,31120,3112057,weekday,37.78,경기도,구리시
31,31380,3138040,weekday,55.55,경기도,양평군
31,31180,3118059,weekday,55.07,경기도,하남시
31,31070,3107011,weekday,47.27,경기도,평택시
31,31250,3125038,weekday,80.01,경기도,광주시
31,31103,3110361,weekday,41.8,경기도,고양시 일산동구
31,31280,3128034,weekday,65.27,경기도,여주시
31,31091,3109151,weekday,41.58,경기도,안산시 상록구
31,31380,3138034,weekday,57.7,경기도,양평군
31,31191,3119152,weekday,48.41,경기도,용인시 처인구
31,31101,3110169,weekday,41.32,경기도,고양시 덕양구
31,31041,3104157,weekday,38.72,경기도,안양시 만안구
31,31260,3126055,weekday,45.7,경기도,양주시
31,31260,3126033,weekday,59.08,경기도,양주시
31,31023,3102367,weekday,40.17,경기도,성남시 분당구
31,31193,3119351,weekday,40.05,경기도,용인시 수지구
31,31091,3109156,weekday,40.08,경기도,안산시 상록구
31,31021,3102164,weekday,61.43,경기도,성남시 수정구
31,31050,3105063,weekday,39.75,경기도,부천시
31,31021,3102167,weekday,49.3,경기도,성남시 수정구
31,31130,3113012,weekday,48.6,경기도,남양주시
31,31023,3102358,weekday,42.92,경기도,성남시 분당구
31,31050,3105064,weekday,40.97,경기도,부천시
31,31200,3120058,weekday,46.07,경기도,파주시
31,31091,3109155,weekday,38.07,경기도,안산시 상록구
31,31200,3120053,weekday,41.97,경기도,파주시
31,31013,3101368,weekday,46.09,경기도,수원시 팔달구
31,31220,3122036,weekday,56.33,경기도,안성시
31,31230,3123012,weekday,59.43,경기도,김포시
31,31022,3102257,weekday,40.47,경기도,성남시 중원구
31,31120,3112052,weekday,60.64,경기도,구리시
31,31103,3110353,weekday,41.46,경기도,고양시 일산동구
31,31103,3110357,weekday,39.28,경기도,고양시 일산동구
31,31104,3110454,weekday,38.28,경기도,고양시 일산서구
31,31050,3105055,weekday,37.65,경기도,부천시
31,31380,3138038,weekday,58.72,경기도,양평군
31,31260,3126054,weekday,45.94,경기도,양주시
31,31060,3106052,weekday,40.09,경기도,광명시
31,31021,3102159,weekday,65.5,경기도,성남시 수정구
31,31230,3123013,weekday,47.32,경기도,김포시
31,31150,3115054,weekday,54.54,경기도,시흥시
31,31021,3102155,weekday,44.3,경기도,성남시 수정구
31,31042,3104260,weekday,44.21,경기도,안양시 동안구
31,31103,3110359,weekday,40.37,경기도,고양시 일산동구
31,31193,3119357,weekday,49.94,경기도,용인시 수지구
31,31091,3109171,weekday,55.08,경기도,안산시 상록구
31,31070,3107037,weekday,54.27,경기도,평택시
31,31012,3101253,weekday,45.83,경기도,수원시 권선구
31,31013,3101356,weekday,48.68,경기도,수원시 팔달구
31,31120,3112058,weekday,53.96,경기도,구리시
31,31250,3125053,weekday,48.15,경기도,광주시
31,31070,3107031,weekday,50.94,경기도,평택시
31,31050,3105077,weekday,40.4,경기도,부천시
31,31023,3102364,weekday,48.27,경기도,성남시 분당구
31,31240,3124031,weekday,67.81,경기도,화성시
31,31160,3116056,weekday,43.55,경기도,군포시
31,31050,3105083,weekday,51.3,경기도,부천시
31,31050,3105058,weekday,36.24,경기도,부천시
31,31200,3120057,weekday,43.13,경기도,파주시
31,31270,3127037,weekday,63.13,경기도,포천시
31,31230,3123034,weekday,46.1,경기도,김포시
31,31130,3113013,weekday,52.55,경기도,남양주시
31,31030,3103051,weekday,40.35,경기도,의정부시
31,31050,3105076,weekday,39.63,경기도,부천시
31,31280,3128053,weekday,46.59,경기도,여주시
31,31110,3111055,weekday,48.11,경기도,과천시
31,31091,3109162,weekday,42.3,경기도,안산시 상록구
31,31050,3105052,weekday,38.03,경기도,부천시
31,31101,3110161,weekday,64.39,경기도,고양시 덕양구
31,31042,3104256,weekday,41.8,경기도,안양시 동안구
31,31092,3109259,weekday,39.45,경기도,안산시 단원구
31,31101,3110156,weekday,55.06,경기도,고양시 덕양구
31,31050,3105062,weekday,41.02,경기도,부천시
31,31012,3101261,weekday,45.0,경기도,수원시 권선구
31,31191,3119154,weekday,51.8,경기도,용인시 처인구
31,31230,3123061,weekday,47.95,경기도,김포시
31,31060,3106061,weekday,38.34,경기도,광명시
31,31260,3126032,weekday,54.53,경기도,양주시
31,31220,3122041,weekday,55.52,경기도,안성시
31,31192,3119258,weekday,47.25,경기도,용인시 기흥구
31,31350,3135032,weekday,57.16,경기도,연천군
31,31014,3101459,weekday,43.07,경기도,수원시 영통구
31,31042,3104266,weekday,58.43,경기도,안양시 동안구
31,31050,3105060,weekday,46.99,경기도,부천시
31,31013,3101371,weekday,41.71,경기도,수원시 팔달구
31,31012,3101256,weekday,43.65,경기도,수원시 권선구
31,31012,3101264,weekday,39.74,경기도,수원시 권선구
31,31012,3101255,weekday,44.35,경기도,수원시 권선구
31,31240,3124039,weekday,51.31,경기도,화성시
31,31240,3124013,weekday,57.53,경기도,화성시
31,31220,3122038,weekday,72.47,경기도,안성시
31,31220,3122039,weekday,62.29,경기도,안성시
31,31030,3103067,weekday,50.25,경기도,의정부시
31,31023,3102355,weekday,46.58,경기도,성남시 분당구
31,31240,3124052,weekday,45.61,경기도,화성시
31,31050,3105070,weekday,46.42,경기도,부천시
31,31101,3110152,weekday,54.58,경기도,고양시 덕양구
31,31014,3101463,weekday,52.63,경기도,수원시 영통구
31,31240,3124037,weekday,49.53,경기도,화성시
31,31270,3127036,weekday,59.04,경기도,포천시
31,31240,3124064,weekday,41.75,경기도,화성시
31,31230,3123053,weekday,40.8,경기도,김포시
31,31193,3119359,weekday,47.5,경기도,용인시 수지구
31,31092,3109272,weekday,55.59,경기도,안산시 단원구
31,31022,3102256,weekday,37.57,경기도,성남시 중원구
31,31091,3109154,weekday,43.57,경기도,안산시 상록구
31,31060,3106066,weekday,50.29,경기도,광명시
31,31240,3124042,weekday,58.7,경기도,화성시
31,31070,3107014,weekday,58.09,경기도,평택시
31,31060,3106060,weekday,40.06,경기도,광명시
31,31070,3107062,weekday,44.24,경기도,평택시
31,31250,3125034,weekday,64.4,경기도,광주시
31,31130,3113052,weekday,50.34,경기도,남양주시
31,31050,3105054,weekday,48.48,경기도,부천시
31,31140,3114053,weekday,45.46,경기도,오산시
31,31060,3106063,weekday,39.23,경기도,광명시
31,31191,3119153,weekday,56.48,경기도,용인시 처인구
31,31092,3109268,weekday,38.36,경기도,안산시 단원구
31,31041,3104152,weekday,44.37,경기도,안양시 만안구
31,31270,3127011,weekday,53.93,경기도,포천시
31,31200,3120015,weekday,53.85,경기도,파주시
31,31070,3107052,weekday,40.98,경기도,평택시
31,31180,3118055,weekday,43.31,경기도,하남시
31,31210,3121051,weekday,37.66,경기도,이천시
31,31042,3104258,weekday,43.04,경기도,안양시 동안구
31,31092,3109269,weekday,53.05,경기도,안산시 단원구
31,31150,3115071,weekday,48.73,경기도,시흥시
31,31280,3128051,weekday,55.23,경기도,여주시
31,31014,3101464,weekday,40.84,경기도,수원시 영통구
31,31350,3135031,weekday,58.01,경기도,연천군
31,31380,3138039,weekday,62.58,경기도,양평군
31,31070,3107056,weekday,44.26,경기도,평택시
31,31250,3125011,weekday,44.96,경기도,광주시
31,31260,3126034,weekday,67.08,경기도,양주시
31,31130,3113035,weekday,57.35,경기도,남양주시
31,31240,3124053,weekday,44.05,경기도,화성시
31,31370,3137033,weekday,54.14,경기도,가평군
31,31042,3104251,weekday,48.09,경기도,안양시 동안구
31,31200,3120056,weekday,44.72,경기도,파주시
31,31060,3106053,weekday,37.94,경기도,광명시
31,31380,3138037,weekday,62.62,경기도,양평군
31,31042,3104252,weekday,52.86,경기도,안양시 동안구
31,31180,3118052,weekday,44.44,경기도,하남시
31,31101,3110166,weekday,51.15,경기도,고양시 덕양구
31,31041,3104153,weekday,39.75,경기도,안양시 만안구
31,31070,3107055,weekday,44.4,경기도,평택시
31,31012,3101260,weekday,44.98,경기도,수원시 권선구
31,31014,3101460,weekday,44.04,경기도,수원시 영통구
31,31070,3107033,weekday,52.99,경기도,평택시
31,31150,3115068,weekday,55.25,경기도,시흥시
31,31160,3116062,weekday,59.92,경기도,군포시
31,31080,3108052,weekday,39.33,경기도,동두천시
31,31192,3119252,weekday,43.98,경기도,용인시 기흥구
31,31080,3108058,weekday,49.27,경기도,동두천시
31,31022,3102251,weekday,53.19,경기도,성남시 중원구
31,31050,3105084,weekday,49.71,경기도,부천시
31,31350,3135033,weekday,59.72,경기도,연천군
31,31270,3127034,weekday,59.7,경기도,포천시
31,31070,3107063,weekday,41.29,경기도,평택시
31,31091,3109174,weekday,41.01,경기도,안산시 상록구
31,31110,3111052,weekday,51.62,경기도,과천시
31,31220,3122031,weekday,54.48,경기도,안성시
31,31042,3104259,weekday,40.69,경기도,안양시 동안구
31,31021,3102161,weekday,44.83,경기도,성남시 수정구
31,31240,3124043,weekday,62.55,경기도,화성시
31,31150,3115065,weekday,39.5,경기도,시흥시
31,31180,3118054,weekday,43.84,경기도,하남시
31,31021,3102151,weekday,43.84,경기도,성남시 수정구
31,31014,3101454,weekday,41.57,경기도,수원시 영통구
31,31050,3105061,weekday,38.8,경기도,부천시
31,31050,3105065,weekday,39.91,경기도,부천시
31,31130,3113015,weekday,48.35,경기도,남양주시
