일련번호,통행불편지역 이름,구분코드,조사일자,비고,시군구코드
1.14401E+12,신공덕동 2-360 좌,3,20191028, ,11440
1.14401E+12,신공덕동 139-113 좌,1,20191028, ,11440
1.14401E+12,신공덕동 139-126 좌,1,20191028, ,11440
1.14401E+12,신공덕동 139-154 우,1,20191028, ,11440
1.14401E+12,신공덕동 139-30 우,3,20191028, ,11440
1.14401E+12,신공덕동 139-13 우,1,20191028, ,11440
1.14401E+12,신공덕동 139-282 좌,1,20191028, ,11440
1.14401E+12,도화동 181-45 우,3,20191104, ,11440
1.14401E+12,도화동 182-1 좌,1,20191104, ,11440
1.14401E+12,도화동 194-8 좌,3,20191104, ,11440
1.14401E+12,도화동 196-10 우,3,20191104, ,11440
1.14401E+12,공덕동 21-13 우,1,20191022, ,11440
1.14401E+12,공덕동 22-17 우,1,20191022, ,11440
1.14401E+12,공덕동 22-8 우,1,20191022, ,11440
1.14401E+12,공덕동 115-62 좌,2,20191022, ,11440
1.14401E+12,공덕동 115-46 좌,2,20191022, ,11440
1.14401E+12,공덕동 117-2 우,3,20191022, ,11440
1.14401E+12,공덕동 117-2 좌,3,20191022, ,11440
1.14401E+12,공덕동 120-29 우,1,20191022, ,11440
1.14401E+12,공덕동 119-45 우,1,20191022, ,11440
1.14401E+12,공덕동 80-7 좌,1,20191022, ,11440
1.14401E+12,공덕동 92-5 우,1,20191022, ,11440
1.14401E+12,공덕동 92-5 좌,3,20191022, ,11440
1.14401E+12,공덕동 242-89 좌,3,20191022, ,11440
1.14401E+12,공덕동 249-22 좌,1,20191022, ,11440
1.14401E+12,공덕동 249-22 우,1,20191022, ,11440
1.14401E+12,공덕동 242-71 좌,1,20191022, ,11440
1.14401E+12,신공덕동 5-69 좌,1,20191028, ,11440
1.14401E+12,신공덕동 5-69 우,3,20191028, ,11440
1.14401E+12,신공덕동 9-24 좌,2,20191028, ,11440
1.14401E+12,신공덕동 12-6 우,2,20191028, ,11440
1.14401E+12,아현동 697-1 상,2,20191024, ,11440
1.14401E+12,아현동 703 상,2,20191024, ,11440
1.14401E+12,아현동 705 좌,3,20191024, ,11440
1.14401E+12,아현동 722-2 우,2,20191024, ,11440
1.14401E+12,아현동 724-7 좌,3,20191024, ,11440
1.14401E+12,아현동 762-12 좌,3,20191024, ,11440
1.14401E+12,아현동 802-4,2,20191024, ,11440
1.14401E+12,아현동 761-1 우,2,20191024, ,11440
1.14401E+12,아현동 743 좌,2,20191024, ,11440
1.14401E+12,아현동 748-5 우,2,20191024, ,11440
1.14401E+12,아현동 748-13 좌,2,20191024, ,11440
1.14401E+12,아현동 393-1 우,3,20191024, ,11440
1.14401E+12,아현동 424-2 좌,2,20191024, ,11440
1.14401E+12,아현동 751-1 우,2,20191024, ,11440
1.14401E+12,아현동 572-95 우,3,20191024, ,11440
1.14401E+12,아현동 570-6 좌,3,20191024, ,11440
1.14401E+12,아현동 332-7 좌,3,20191024, ,11440
1.14401E+12,아현동 572-86 좌,3,20191024, ,11440
1.14401E+12,아현동 617-60 좌,3,20191024, ,11440
1.14401E+12,공덕동 1-29 좌,3,20191022, ,11440
1.14401E+12,염리동 178-13 좌,3,20191107, ,11440
1.14401E+12,염리동 178-12 좌,3,20191107, ,11440
1.14401E+12,염리동 147-1 좌,1,20191107, ,11440
1.14401E+12,염리동 142-13 좌,1,20191107, ,11440
1.14401E+12,염리동 148-20 좌,3,20191107, ,11440
1.14401E+12,염리동 148-27 좌,3,20191107, ,11440
1.14401E+12,염리동 148-13 좌,3,20191107, ,11440
1.14401E+12,염리동 135 좌,1,20191107, ,11440
1.14401E+12,염리동 139-19 우,1,20191107, ,11440
1.14401E+12,염리동 111 좌,3,20191107, ,11440
1.14401E+12,염리동 157-18 좌,3,20191107, ,11440
1.14401E+12,염리동 157-8 좌,3,20191107, ,11440
1.14401E+12,염리동 168-12 좌,3,20191107, ,11440
1.14401E+12,노고산동 57-22 우,3,20191115, ,11440
1.14401E+12,노고산동 57-34 우,3,20191115, ,11440
1.14401E+12,노고산동 56-26 우,3,20191115, ,11440
1.14401E+12,노고산동 56-42 우,3,20191115, ,11440
1.14401E+12,노고산동 54-76 우,3,20191115, ,11440
1.14401E+12,노고산동 57-56 우,1,20191115, ,11440
1.14401E+12,노고산동 56-6 우,3,20191115, ,11440
1.14401E+12,노고산동 54-88 우,1,20191115, ,11440
1.14401E+12,노고산동 54-12 우,1,20191115, ,11440
1.14401E+12,노고산동 54-18 우,3,20191115, ,11440
1.14401E+12,공덕동 5-4 우,2,20191022, ,11440
1.14401E+12,공덕동 5-46 좌,2,20191022, ,11440
1.14401E+12,공덕동 6-48 좌,3,20191022, ,11440
1.14401E+12,공덕동 3-25 좌,2,20191022, ,11440
1.14401E+12,공덕동 4-108 좌,2,20191022, ,11440
1.14401E+12,공덕동 4-196 좌,3,20191022, ,11440
1.14401E+12,공덕동 7-37 우,3,20191022, ,11440
1.14401E+12,공덕동 7-100 좌,2,20191022, ,11440
1.14401E+12,공덕동 7-259 우,2,20191022, ,11440
1.14401E+12,공덕동 7-147 우,2,20191022, ,11440
1.14401E+12,공덕동 9-48 우,3,20191022, ,11440
1.14401E+12,공덕동 9-34 우,2,20191022, ,11440
1.14401E+12,공덕동 9-26 우,3,20191022, ,11440
1.14401E+12,공덕동 10-3 우,3,20191022, ,11440
1.14401E+12,공덕동 11-5 우,3,20191022, ,11440
1.14401E+12,공덕동 10-50 우,2,20191022, ,11440
1.14401E+12,공덕동 11-134 우,3,20191022, ,11440
1.14401E+12,공덕동 8-8 좌,3,20191022, ,11440
1.14401E+12,공덕동 4-135 우,2,20191022, ,11440
1.14401E+12,공덕동 4-20 우,2,20191022, ,11440
1.14401E+12,공덕동 8-46 우,2,20191022, ,11440
1.14401E+12,공덕동 4-16 좌,2,20191022, ,11440
1.14401E+12,공덕동 28-38 우,1,20191022, ,11440
1.14401E+12,공덕동 14-3 좌,2,20191022, ,11440
1.14401E+12,공덕동 14-7 우,1,20191022, ,11440
1.14401E+12,공덕동 107-93 좌,2,20191022, ,11440
1.14401E+12,공덕동 11-181 좌,2,20191022, ,11440
1.14401E+12,공덕동 111-53 우,2,20191022, ,11440
1.14401E+12,염리동 9-224 좌,1,20191107, ,11440
1.14401E+12,염리동 488-3 좌,2,20191107, ,11440
1.14401E+12,염리동 10-39 좌,1,20191107, ,11440
1.14401E+12,염리동 27-218 좌,1,20191107, ,11440
1.14401E+12,염림동 82-23 좌,3,20191107, ,11440
1.14401E+12,염리동 178-27 좌,3,20191107, ,11440
1.14401E+12,염리동 178-40 좌,3,20191107, ,11440
1.14401E+12,염리동 178-46 좌,3,20191107, ,11440
1.14401E+12,염리동 178-6 좌,3,20191107, ,11440
1.14401E+12,염리동 178-50 좌,3,20191107, ,11440
1.14401E+12,염리동 178-54 좌,3,20191107, ,11440
1.14401E+12,상수동 311-6 좌,3,20191111, ,11440
1.14401E+12,상수동 312-8 좌,3,20191111, ,11440
1.14401E+12,상수동 312-1 좌,3,20191111, ,11440
1.14401E+12,상수동 316-1 우,3,20191111, ,11440
1.14401E+12,상수동 93-113 좌,3,20191111, ,11440
1.14401E+12,상수동 88-13 우,3,20191111, ,11440
1.14401E+12,망원동 439-26 좌,3,20191115, ,11440
1.14401E+12,망원동 437-6 우,3,20191115, ,11440
1.14401E+12,망원동 430-13 좌,3,20191115, ,11440
1.14401E+12,망원동 430-18 좌,3,20191115, ,11440
1.14401E+12,망원동 431-4 좌,3,20191115, ,11440
1.14401E+12,망원동 431-33 좌,3,20191115, ,11440
1.14401E+12,서교동 247-67 우,3,20191115, ,11440
1.14401E+12,서교동 247-61 좌,3,20191115, ,11440
1.14401E+12,서교동 469-6 앞,3,20191115, ,11440
1.14401E+12,서교동 469-36 좌,3,20191115, ,11440
1.14401E+12,서교동 475-3 우,3,20191115, ,11440
1.14401E+12,서교동 475-15 우,3,20191115, ,11440
1.14401E+12,서교동 474-8 우,3,20191115, ,11440
1.14401E+12,서교동 476-7 좌,3,20191115, ,11440
1.14401E+12,서교동 476-26 좌,3,20191115, ,11440
1.14401E+12,서교동 460-21 좌,3,20191115, ,11440
1.14401E+12,서교동 460-42 좌,3,20191115, ,11440
1.14401E+12,서교동 247-131 우,3,20191115, ,11440
1.14401E+12,서교동 247-96 우,3,20191115, ,11440
1.14401E+12,서교동 449-7 좌,3,20191115, ,11440
1.14401E+12,서교동 448-29 앞,3,20191115, ,11440
1.14401E+12,서교동 446-28 우,3,20191115, ,11440
1.14401E+12,서교동 446-2 우,3,20191115, ,11440
1.14401E+12,서교동 446-6 우,3,20191115, ,11440
1.14401E+12,서교동 482-32 우,3,20191115, ,11440
1.14401E+12,서교동 382-16 좌,3,20191115, ,11440
1.14401E+12,서교동 381-14 우,3,20191115, ,11440
1.14401E+12,서교동 395-96 우,3,20191115, ,11440
1.14401E+12,서교동 369-24 좌,3,20191115, ,11440
1.14401E+12,서교동 369-41 좌,3,20191115, ,11440
1.14401E+12,서교동 358-38 우,3,20191115, ,11440
1.14401E+12,도화동 209-30 좌,1,20191104, ,11440
1.14401E+12,도화동 209-21 좌,1,20191104, ,11440
1.14401E+12,도화동 242 우,1,20191104, ,11440
1.14401E+12,도화동 265-2 좌,2,20191104, ,11440
1.14401E+12,도화동 325 우,2,20191104, ,11440
1.14401E+12,도화동 343-2 우,1,20191104, ,11440
1.14401E+12,도화동 326-2 우,3,20191104, ,11440
1.14401E+12,도화동 332 우,3,20191104, ,11440
1.14401E+12,도화동 159-17 우,3,20191104, ,11440
1.14401E+12,도화동 58 우,1,20191104, ,11440
1.14401E+12,도화동 59 좌,3,20191104, ,11440
1.14401E+12,도화동 149-1 좌,3,20191104, ,11440
1.14401E+12,도화동 196-14 좌,1,20191104, ,11440
1.14401E+12,토정동 3-6 우,1,20191030, ,11440
1.14401E+12,토정동 3-13 우,1,20191030, ,11440
1.14401E+12,토정동 3-36 우,1,20191030, ,11440
1.14401E+12,마포동 292-64 좌,3,20191028, ,11440
1.14401E+12,마포동 412 우,2,20191028, ,11440
1.14401E+12,마포동 388-5 우,3,20191028, ,11440
1.14401E+12,마포동 332 좌,3,20191028, ,11440
1.14401E+12,마포동 334 우,3,20191028, ,11440
1.14401E+12,마포동 293-9 우,3,20191028, ,11440
1.14401E+12,마포동 349-4 우,1,20191028, ,11440
1.14401E+12,대흥동 12-2 좌,2,20191105, ,11440
1.14401E+12,대흥동 18-23 좌,1,20191105, ,11440
1.14401E+12,공덕동 111-334 좌,3,20191022, ,11440
1.14401E+12,공덕동 111-14 좌,3,20191022, ,11440
1.14401E+12,공덕동 111-37 좌,3,20191022, ,11440
1.14401E+12,공덕동 111-192 우,2,20191022, ,11440
1.14401E+12,공덕동 115-13 우,2,20191022, ,11440
1.14401E+12,공덕동 115-8 우,1,20191022, ,11440
1.14401E+12,공덕동 111-28 우,3,20191022, ,11440
1.14401E+12,공덕동 111-69 우,3,20191022, ,11440
1.14401E+12,공덕동 111-73 우,3,20191022, ,11440
1.14401E+12,공덕동 111-93 좌,2,20191022, ,11440
1.14401E+12,공덕동 111-92 우,1,20191022, ,11440
1.14401E+12,공덕동 111-64 좌,1,20191022, ,11440
1.14401E+12,공덕동 111-52 좌,3,20191022, ,11440
1.14401E+12,공덕동 25-8 우,1,20191022, ,11440
1.14401E+12,공덕동 23 우,1,20191022, ,11440
1.14401E+12,공덕동 20-33 좌,3,20191022, ,11440
1.14401E+12,공덕동 29-5 우,2,20191022, ,11440
1.14401E+12,공덕동 26-4 우,2,20191022, ,11440
1.14401E+12,공덕동 17-12 좌,2,20191022, ,11440
1.14401E+12,신공덕동 13-2 우,3,20191028, ,11440
1.14401E+12,신공덕동 14-5 좌,2,20191028, ,11440
1.14401E+12,신공덕동 15-80 좌,2,20191028, ,11440
1.14401E+12,신공덕동 26-5 우,1,20191028, ,11440
1.14401E+12,신공덕동 26-1 우,1,20191028, ,11440
1.14401E+12,신공덕동 1-97 우,3,20191028, ,11440
1.14401E+12,신공덕동 1-97 좌,3,20191028, ,11440
1.14401E+12,신공덕동 2-254 좌,3,20191028, ,11440
1.14401E+12,신공덕동 2-37 우,2,20191028, ,11440
1.14401E+12,대흥동 22-56 우,3,20191105, ,11440
1.14401E+12,대흥동 22-53 좌,3,20191105, ,11440
1.14401E+12,대흥동 22-88 우,3,20191105, ,11440
1.14401E+12,대흥동 36-1 좌,1,20191105, ,11440
1.14401E+12,대흥동 34-7 좌,1,20191105, ,11440
1.14401E+12,대흥동 35-33 좌,3,20191105, ,11440
1.14401E+12,대흥동 192-2 우,3,20191105, ,11440
1.14401E+12,대흥동 193 우,3,20191105, ,11440
1.14401E+12,대흥동 241-1 우,1,20191105, ,11440
1.14401E+12,대흥동 210-1 우,1,20191105, ,11440
1.14401E+12,대흥동 251-1 좌,1,20191105, ,11440
1.14401E+12,대흥동 403 우,1,20191105, ,11440
1.14401E+12,대흥동 401 우,3,20191105, ,11440
1.14401E+12,대흥동 377-2 우,3,20191105, ,11440
1.14401E+12,대흥동 330-2 우,3,20191105, ,11440
1.14401E+12,대흥동 329-2 좌,3,20191105, ,11440
1.14401E+12,대흥동 328-10 우,1,20191105, ,11440
1.14401E+12,대흥동 801-27 우,3,20191105, ,11440
1.14401E+12,대흥동 801-3 우,3,20191105, ,11440
1.14401E+12,대흥동 764-6 좌,3,20191105, ,11440
1.14401E+12,대흥동 767 우,3,20191105, ,11440
1.14401E+12,대흥동 773-6 우,1,20191105, ,11440
1.14401E+12,대흥동 542 좌,3,20191105, ,11440
1.14401E+12,대흥동 539-1 우,3,20191105, ,11440
1.14401E+12,대흥동 18-83 우,3,20191105, ,11440
1.14401E+12,대흥동 22-28 좌,1,20191105, ,11440
1.14401E+12,대흥동 36-34 좌,1,20191105, ,11440
1.14401E+12,대흥동 34-20 우,1,20191105, ,11440
1.14401E+12,대흥동 248-9 좌,3,20191105, ,11440
1.14401E+12,대흥동 330-1 우,3,20191105, ,11440
1.14401E+12,염리동 8-82 좌,1,20191107, ,11440
1.14401E+12,염리동 9-213 우,1,20191107, ,11440
1.14401E+12,염리동 9-120 우,1,20191107, ,11440
1.14401E+12,염리동 9-117 좌,1,20191107, ,11440
1.14401E+12,염리동 9-102 좌,1,20191107, ,11440
1.14401E+12,염리동 9-78 좌,1,20191107, ,11440
1.14401E+12,염리동 9-107 우,1,20191107, ,11440
1.14401E+12,서교동 358-91 우,3,20191115, ,11440
1.14401E+12,서교동 358-30 우,3,20191115, ,11440
1.14401E+12,서교동 342-12 우,3,20191115, ,11440
1.14401E+12,서교동 345-19 우,3,20191115, ,11440
1.14401E+12,서교동 345-7 우,1,20191115, ,11440
1.14401E+12,서교동 345-3 우,3,20191115, ,11440
1.14401E+12,서교동 328-30 우,3,20191115, ,11440
1.14401E+12,서교동 327-38 우,3,20191115, ,11440
1.14401E+12,서교동 394-73 앞,3,20191115, ,11440
1.14401E+12,서교동 363-29 앞,1,20191115, ,11440
1.14401E+12,서교동 364-11 좌,3,20191115, ,11440
1.14401E+12,현석동 17 우,3,20191030, ,11440
1.14401E+12,현석동 20 좌,2,20191030, ,11440
1.14401E+12,현석동 221 좌,3,20191030, ,11440
1.14401E+12,구수동 47 우,3,20191030, ,11440
1.14401E+12,상암동 2-182 좌,1,20191113, ,11440
1.14401E+12,상암동 2-162 우,1,20191113, ,11440
1.14401E+12,상암동 2-156 좌,1,20191113, ,11440
1.14401E+12,상암동 2-175 좌,1,20191113, ,11440
1.14401E+12,상암동 2-176 좌,1,20191113, ,11440
1.14401E+12,상암동 2-167 우,3,20191113, ,11440
1.14401E+12,상암동 2-26 우,3,20191113, ,11440
1.14401E+12,상암동 36-21 좌,1,20191113, ,11440
1.14401E+12,상암동 33-10 좌,1,20191113, ,11440
1.14401E+12,도화동 183-6 좌,1,20191104, ,11440
1.14401E+12,아현동 572-168 좌,3,20191024, ,11440
1.14401E+12,염리동 147-6 우,1,20191107, ,11440
1.14401E+12,노고산동 19-176 우,1,20191115, ,11440
1.14401E+12,도화동 278 좌,3,20191104, ,11440
1.14401E+12,상수동 93-29 우,3,20191111, ,11440
1.14401E+12,망원동 469-6 좌,3,20191115, ,11440
1.14401E+12,서교동 247-149 좌,3,20191115, ,11440
1.14401E+12,동교동 180-14 우,3,20191115, ,11440
1.14401E+12,합정동 198-4 좌,3,20191115, ,11440
1.14401E+12,노고산동 4-85 우,1,20191115, ,11440
1.14401E+12,상수동 93-66 좌,3,20191111, ,11440
1.14401E+12,상수동 143-25 좌,3,20191111, ,11440
1.14401E+12,상수동 344-2 좌,1,20191111, ,11440
1.14401E+12,상수동 353-33 우,2,20191111, ,11440
1.14401E+12,당인동 15-10 좌,3,20191115, ,11440
1.14401E+12,당인동 15-32 좌,1,20191115, ,11440
1.14401E+12,노고산동 49-22 우,1,20191115, ,11440
1.14401E+12,노고산동 49-6 우,1,20191115, ,11440
1.14401E+12,노고산동 49-5 우,1,20191115, ,11440
1.14401E+12,노고산동 49-50 우,3,20191115, ,11440
1.14401E+12,노고산동 109-65 좌,1,20191115, ,11440
1.14401E+12,노고산동 109-101 좌,1,20191115, ,11440
1.14401E+12,노고산동 109-10 우,3,20191115, ,11440
1.14401E+12,노고산동 109-24 좌,3,20191115, ,11440
1.14401E+12,노고산동 109-38 좌,3,20191115, ,11440
1.14401E+12,노고산동 109-30 우,1,20191115, ,11440
1.14401E+12,노고산동 107-51 우,3,20191115, ,11440
1.14401E+12,노고산동 107-52 우,1,20191115, ,11440
1.14401E+12,노고산동 107-50 우,3,20191115, ,11440
1.14401E+12,노고산동 107-67 좌,1,20191115, ,11440
1.14401E+12,노고산동 107-88 우,1,20191115, ,11440
1.14401E+12,노고산동 31-91 우,3,20191115, ,11440
1.14401E+12,노고산동 33-28 좌,1,20191115, ,11440
1.14401E+12,노고산동 33-34 우,3,20191115, ,11440
1.14401E+12,노고산동 12-61 우,2,20191115, ,11440
1.14401E+12,노고산동 12-66 좌,2,20191115, ,11440
1.14401E+12,노고산동 12-210 우,2,20191115, ,11440
1.14401E+12,노고산동 12-150 우,3,20191115, ,11440
1.14401E+12,노고산동 12-141 우,3,20191115, ,11440
1.14401E+12,노고산동 12-127 우,3,20191115, ,11440
1.14401E+12,노고산동 12-119 우,3,20191115, ,11440
1.14401E+12,노고산동 12-114 우,3,20191115, ,11440
1.14401E+12,노고산동 12-159 우,2,20191115, ,11440
1.14401E+12,노고산동 12-85 우,2,20191115, ,11440
1.14401E+12,노고산동 12-109 우,2,20191115, ,11440
1.14401E+12,노고산동 12-143 좌,3,20191115, ,11440
1.14401E+12,노고산동 19-82 우,2,20191115, ,11440
1.14401E+12,노고산동 19-153 좌,2,20191115, ,11440
1.14401E+12,노고산동 19-136 좌,1,20191115, ,11440
1.14401E+12,노고산동 19-123 좌,1,20191115, ,11440
1.14401E+12,노고산동 19-95 좌,1,20191115, ,11440
1.14401E+12,노고산동 19-62 좌,2,20191115, ,11440
1.14401E+12,노고산동 12-188 좌,2,20191115, ,11440
1.14401E+12,노고산동 12-52 좌,3,20191115, ,11440
1.14401E+12,노고산동 12-44 우,2,20191115, ,11440
1.14401E+12,노고산동 12-34 우,2,20191115, ,11440
1.14401E+12,노고산동 12-218 좌,2,20191115, ,11440
1.14401E+12,노고산동 12-214 우,2,20191115, ,11440
1.14401E+12,도화동 196-23 좌,1,20191104, ,11440
1.14401E+12,도화동 2-60 우,2,20191104, ,11440
1.14401E+12,도화동 2-59 좌,2,20191104, ,11440
1.14401E+12,도화동 2-137 좌,3,20191104, ,11440
1.14401E+12,도화동 2-77 좌,3,20191104, ,11440
1.14401E+12,도화동 2-93 우,2,20191104, ,11440
1.14401E+12,도화동 362-21 우,3,20191104, ,11440
1.14401E+12,도화동 200-10 우,1,20191104, ,11440
1.14401E+12,도화동 347-4 좌,1,20191104, ,11440
1.14401E+12,도화동 218 우,1,20191104, ,11440
1.14401E+12,도화동 205-1 우,3,20191104, ,11440
1.14401E+12,당인동 15-53 우,1,20191115, ,11440
1.14401E+12,당인동 15-52 좌,3,20191115, ,11440
1.14401E+12,당인동 15-46 우,1,20191115, ,11440
1.14401E+12,당인동 15-32 좌,2,20191115, ,11440
1.14401E+12,당인동 15-28 우,3,20191115, ,11440
1.14401E+12,당인동 16-9 우,1,20191115, ,11440
1.14401E+12,서교동 247-84 우,3,20191115, ,11440
1.14401E+12,합정동 428-49 우,3,20191115, ,11440
1.14401E+12,합정동 428-55 우,3,20191115, ,11440
1.14401E+12,합정동 426-21 우,2,20191115, ,11440
1.14401E+12,합정동 428-39 좌,3,20191115, ,11440
1.14401E+12,합정동 431-22 좌,3,20191115, ,11440
1.14401E+12,합정동 431-1 좌,3,20191115, ,11440
1.14401E+12,합정동 431-6 우,3,20191115, ,11440
1.14401E+12,합정동 428-4 우,3,20191115, ,11440
1.14401E+12,합정동 81-26 우,1,20191115, ,11440
1.14401E+12,합정동 377-4 좌,1,20191115, ,11440
1.14401E+12,합정동 359-13 우,1,20191115, ,11440
1.14401E+12,망원동 473-26 우,3,20191115, ,11440
1.14401E+12,망원동 473-36 우,3,20191115, ,11440
1.14401E+12,망원동 473-28 좌,3,20191115, ,11440
1.14401E+12,망원동 464-7 좌,3,20191115, ,11440
1.14401E+12,망원동 464-31 좌,3,20191115, ,11440
1.14401E+12,망원동 439-48좌,3,20191115, ,11440
1.14401E+12,망원동 439-6 좌,3,20191115, ,11440
1.14401E+12,망원동 439-32 좌,3,20191115, ,11440
1.14401E+12,대흥동 18-30 좌,1,20191105, ,11440
1.14401E+12,대흥동 22-16 좌,3,20191105, ,11440
1.14401E+12,대흥동 22-37 우,1,20191105, ,11440
1.14401E+12,중동 82-18 좌,3,20191115, ,11440
1.14401E+12,중동 81-19 우,3,20191115, ,11440
1.14401E+12,중동 81-14 우,3,20191115, ,11440
1.14401E+12,중동 165-1 우,3,20191115, ,11440
1.14401E+12,상암동 1471 우,1,20191113, ,11440
1.14401E+12,상암동 13-20 좌,3,20191113, ,11440
1.14401E+12,상암동 12-42 좌,3,20191113, ,11440
1.14401E+12,상암동 41-12 우,3,20191113, ,11440
1.14401E+12,상암동 34-25 우,3,20191113, ,11440
1.14401E+12,상암동 28-13 우,3,20191113, ,11440
1.14401E+12,동교동 184-21 좌,3,20191115, ,11440
1.14401E+12,합정동 378-10 좌,3,20191115, ,11440
1.14401E+12,합정동 377-11 좌,3,20191115, ,11440
1.14401E+12,합정동 377-32 좌,3,20191115, ,11440
1.14401E+12,합정동 198-22 좌,3,20191115, ,11440
1.14401E+12,합정동 198-49 좌,3,20191115, ,11440
1.14401E+12,합정동 200-20 우,3,20191115, ,11440
1.14401E+12,합정동 82-3 우,3,20191115, ,11440
1.14401E+12,합정동 82-7 좌,3,20191115, ,11440
1.14401E+12,합정동 200-16 우,3,20191115, ,11440
1.14401E+12,합정동 200-18 좌,3,20191115, ,11440
1.14401E+12,합정동 200-26 좌,3,20191115, ,11440
1.14401E+12,합정동 81-34 우,3,20191115, ,11440
1.14401E+12,합정동 359-19 우,3,20191115, ,11440
1.14401E+12,합정동 185-11 우,2,20191115, ,11440
1.14401E+12,합정동 441-10 좌,3,20191115, ,11440
1.14401E+12,합정동 395-6 우,3,20191115, ,11440
1.14401E+12,합정동 398-7 우,3,20191115, ,11440
1.14401E+12,합정동 398-22 우,3,20191115, ,11440
1.14401E+12,합정동 427-8 좌,3,20191115, ,11440
1.14401E+12,합정동 426-23 우,3,20191115, ,11440
1.14401E+12,합정동 428-25 우,3,20191115, ,11440
1.14401E+12,노고산동 12-17 우,3,20191115, ,11440
1.14401E+12,노고산동 4-89 우,2,20191115, ,11440
1.14401E+12,노고산동 12-15 우,3,20191115, ,11440
1.14401E+12,노고산동 4-64 우,1,20191115, ,11440
1.14401E+12,노고산동 4-57 좌,3,20191115, ,11440
1.14401E+12,노고산동 4-22 우,3,20191115, ,11440
1.14401E+12,노고산동 4-26 좌,3,20191115, ,11440
1.14401E+12,노고산동 4-9 우,1,20191115, ,11440
1.14401E+12,노고산동 4-83 우,3,20191115, ,11440
1.14401E+12,노고산동 20-75 우,3,20191115, ,11440
1.14401E+12,신수동 344 우,3,20191115, ,11440
1.14401E+12,신수동 288-5 우,3,20191115, ,11440
1.14401E+12,신수동 296-2 좌,3,20191115, ,11440
1.14401E+12,신수동 297 우,3,20191115, ,11440
1.14401E+12,신수동 308-6 좌,3,20191115, ,11440
1.14401E+12,신수동 287-1 좌,1,20191115, ,11440
1.14401E+12,신수동 225 우,3,20191115, ,11440
1.14401E+12,신수동 42-12 우,3,20191115, ,11440
1.14401E+12,신수동 41-6 우,3,20191115, ,11440
1.14401E+12,신수동 62-57 우,3,20191115, ,11440
1.14401E+12,신수동 62-63 우,3,20191115, ,11440
1.14401E+12,신수동 177-29 우,3,20191115, ,11440
1.14401E+12,신수동 177-12 우,3,20191115, ,11440
1.14401E+12,신수동 177-3 우,3,20191115, ,11440
1.14401E+12,신수동 34-24 우,1,20191115, ,11440
1.14401E+12,신수동 89-81 좌,3,20191115, ,11440
1.14401E+12,신수동 89-44 우,3,20191115, ,11440
1.14401E+12,신수동 101-21 좌,3,20191115, ,11440
1.14401E+12,현석동 1-24 좌,3,20191030, ,11440
1.14401E+12,현석동 5 좌,3,20191030, ,11440
402060,수유동486-1417 막다른도로,3,20180101, ,11305
402040,수유동486-603 막다른도로,3,20180101, ,11305
402030,수유동486-143 막다른도로,3,20180101, ,11305
402020,수유동486-201 막다른도로,3,20180101, ,11305
402050,수유동486-819 막다른도로,3,20180101, ,11305
402010,수유동484-8 막다른도로,3,20180101, ,11305
402000,수유동484-16 막다른도로,3,20180101, ,11305
401980,수유동486-583 막다른도로,3,20180101, ,11305
401990,수유동486-433 막다른도로,3,20180101, ,11305
403290,수유동486-511 계단도로,2,20180101, ,11305
402300,수유동482-26막다른도로,3,20180101, ,11305
402290,수유동482-124 막다른도로,3,20180101, ,11305
402280,수유동482-127 막다른도로,3,20180101, ,11305
203150,미아동 49-54옆 막다른도로,3,20180101, ,11305
401920,수유동486-572 막다른도로,3,20180101, ,11305
403230,수유동 192-93 막다른도로,3,20180101, ,11305
403270,수유동 229-26 소방도로(불가),1,20180101, ,11305
403260,수유동 224-24 막다른도로,3,20180101, ,11305
403240,수유동 192-26 소방도로(불가),1,20180101, ,11305
403220,수유동 192-86 막다른도로,3,20180101, ,11305
403210,수유동 193-5 막다른도로,3,20180101, ,11305
403200,수유동 190-25 소방도로(불가),1,20180101, ,11305
403180,수유동 190-35 막다른도로,3,20180101, ,11305
403170,수유동 191-52 소방도로(불가),1,20180101, ,11305
403160,수유동 168-49 막다른도로,3,20180101, ,11305
1.14401E+12,망원동 415-68 좌,3,20191115, ,11440
1.14401E+12,망원동 415-38 좌,3,20191115, ,11440
1.14401E+12,망원동 415-35 좌,3,20191115, ,11440
1.14401E+12,망원동 414-20 좌,3,20191115, ,11440
1.14401E+12,망원동 414-30 좌,3,20191115, ,11440
1.14401E+12,망원동 486-4 좌,3,20191115, ,11440
1.14401E+12,망원동 486-3 좌,3,20191115, ,11440
1.14401E+12,망원동 485-16 좌,3,20191115, ,11440
1.14401E+12,신수동 89-70 좌,3,20191115, ,11440
1.14401E+12,성산동 36-41 우,3,20191115, ,11440
1.14401E+12,망원동 432-60 좌,3,20191115, ,11440
1.14401E+12,망원동 433-15 좌,3,20191115, ,11440
1.14401E+12,망원동 475-8 좌,3,20191115, ,11440
1.14401E+12,망원동 479-28 좌,3,20191115, ,11440
1.14401E+12,망원동 479-54 좌,3,20191115, ,11440
1.14401E+12,망원동 455-3 좌,3,20191115, ,11440
1.14401E+12,망원동 455-26 좌,3,20191115, ,11440
1.14401E+12,망원동 461-9 좌,3,20191115, ,11440
1.14401E+12,망원동 456-12 좌,3,20191115, ,11440
1.14401E+12,망원동 456-27 좌,3,20191115, ,11440
