집계일자,콘존ID,DSRC차종유형구분코드,평균속도
20220101,0010CZS420,1,98.6
20220101,0010CZS420,2,97.52
20220101,0010CZS430,1,48.61
20220101,0010CZS430,2,47.36
20220101,0010CZS440,1,77.3
20220101,0010CZS440,2,83.55
20220101,0010CZS450,1,91.88
20220101,0010CZS450,2,90.1
20220101,0010CZS460,1,92.75
20220101,0010CZS460,2,90.23
20220101,0010CZS470,1,94.64
20220101,0010CZS470,2,90.87
20220101,0010CZS480,1,50.46
20220101,0010CZS480,2,48.59
20220101,0010CZS490,1,0
20220101,0010CZS490,2,0
20220101,0010CZS500,1,0
20220101,0010CZS500,2,0
20220101,0010CZS505,1,0
20220101,0010CZS505,2,0
20220101,0010CZS510,1,0
20220101,0010CZS510,2,0
20220101,0010CZS520,1,0
20220101,0010CZS520,2,0
20220101,0010CZS521,1,0
20220101,0010CZS521,2,0
20220101,0010CZS522,1,0
20220101,0010CZS522,2,0
20220101,0100CZE010,1,0
20220101,0100CZE010,2,0
20220101,0100CZE020,1,51.42
20220101,0100CZE020,2,0
20220101,0100CZE025,1,99.67
20220101,0100CZE025,2,79.18
20220101,0100CZE030,1,101.67
20220101,0100CZE030,2,94.34
20220101,0100CZE040,1,52.16
20220101,0100CZE040,2,0
20220101,0100CZE050,1,101.7
20220101,0100CZE050,2,74.98
20220101,0100CZE060,1,71.78
20220101,0100CZE060,2,64.92
20220101,0100CZE070,1,107.12
20220101,0100CZE070,2,91.14
20220101,0100CZE080,1,100.72
20220101,0100CZE080,2,87.44
20220101,0100CZE090,1,85.03
20220101,0100CZE090,2,84.02
20220101,0100CZE100,1,52.33
20220101,0100CZE100,2,45.88
20220101,0100CZE110,1,106.23
20220101,0100CZE110,2,94.88
20220101,0100CZE120,1,88.11
20220101,0100CZE120,2,83.62
20220101,0100CZE130,1,85.92
20220101,0100CZE130,2,83.28
20220101,0100CZE140,1,105.79
20220101,0100CZE140,2,91.92
20220101,0100CZE150,1,109.43
20220101,0100CZE150,2,97.12
20220101,0100CZE160,1,98.1
20220101,0100CZE160,2,92.42
20220101,0100CZE170,1,83.65
20220101,0100CZE170,2,92.81
20220101,0100CZE180,1,84.18
20220101,0100CZE180,2,100.05
20220101,0100CZE190,1,99.81
20220101,0100CZE190,2,85.76
20220101,0100CZE200,1,102.97
20220101,0100CZE200,2,94.53
20220101,0100CZE205,1,87.93
20220101,0100CZE205,2,77.67
20220101,0100CZE210,1,42.34
20220101,0100CZE210,2,39.56
20220101,0100CZE215,1,89.45
20220101,0100CZE215,2,80.5
20220101,0100CZE220,1,48.64
20220101,0100CZE220,2,43.09
20220101,0100CZE230,1,88.59
20220101,0100CZE230,2,83.96
20220101,0100CZE240,1,51.58
20220101,0100CZE240,2,48.99
20220101,0100CZE245,1,88.13
20220101,0100CZE245,2,92.3
20220101,0100CZE250,1,112.39
20220101,0100CZE250,2,94.72
20220101,0100CZE255,1,111.18
20220101,0100CZE255,2,95.65
20220101,0100CZE260,1,0
20220101,0100CZE260,2,0
20220101,0100CZE270,1,0
20220101,0100CZE270,2,0
20220101,0100CZE280,1,80.33
20220101,0100CZE280,2,0
20220101,0100CZE282,1,47.34
20220101,0100CZE282,2,0
20220101,0100CZE285,1,89.91
20220101,0100CZE285,2,83.66
20220101,0100CZE290,1,47.72
20220101,0100CZE290,2,0
20220101,0100CZE300,1,0
20220101,0100CZE300,2,0
20220101,0100CZS010,1,0
20220101,0100CZS010,2,0
20220101,0100CZS020,1,51.63
20220101,0100CZS020,2,0
20220101,0100CZS025,1,101.01
20220101,0100CZS025,2,83.01
20220101,0100CZS030,1,99.37
20220101,0100CZS030,2,94.82
20220101,0100CZS040,1,50.73
20220101,0100CZS040,2,0
20220101,0100CZS050,1,99.61
20220101,0100CZS050,2,77.21
20220101,0100CZS060,1,70.98
20220101,0100CZS060,2,60.69
20220101,0100CZS070,1,98.44
20220101,0100CZS070,2,89.79
20220101,0100CZS080,1,96.31
20220101,0100CZS080,2,84.24
20220101,0100CZS090,1,83.74
20220101,0100CZS090,2,79.74
20220101,0100CZS100,1,49.53
20220101,0100CZS100,2,46.73
20220101,0100CZS110,1,102.19
20220101,0100CZS110,2,92.74
20220101,0100CZS120,1,107.52
20220101,0100CZS120,2,97.65
20220101,0100CZS130,1,81
20220101,0100CZS130,2,86.92
20220101,0100CZS140,1,103.14
20220101,0100CZS140,2,92.26
20220101,0100CZS150,1,103.36
20220101,0100CZS150,2,95.24
20220101,0100CZS160,1,95.88
20220101,0100CZS160,2,89.08
20220101,0100CZS170,1,76.44
20220101,0100CZS170,2,89.02
20220101,0100CZS180,1,83.11
20220101,0100CZS180,2,94.45
20220101,0100CZS190,1,105.74
20220101,0100CZS190,2,92.94
20220101,0100CZS200,1,98.58
20220101,0100CZS200,2,89.41
20220101,0100CZS205,1,83.99
20220101,0100CZS205,2,81.23
20220101,0100CZS210,1,38.96
20220101,0100CZS210,2,37.8
20220101,0100CZS215,1,83.06
20220101,0100CZS215,2,75.82
20220101,0100CZS220,1,43.35
20220101,0100CZS220,2,40.83
20220101,0100CZS230,1,81.55
20220101,0100CZS230,2,80.48
20220101,0100CZS240,1,54.6
20220101,0100CZS240,2,47.09
20220101,0100CZS245,1,81.31
20220101,0100CZS245,2,84.9
20220101,0100CZS250,1,109.8
20220101,0100CZS250,2,97.96
20220101,0100CZS255,1,118.87
20220101,0100CZS255,2,106.96
20220101,0100CZS260,1,0
20220101,0100CZS260,2,0
20220101,0100CZS270,1,0
20220101,0100CZS270,2,0
20220101,0100CZS280,1,0
20220101,0100CZS280,2,0
20220101,0100CZS282,1,48.78
20220101,0100CZS282,2,0
20220101,0100CZS285,1,90.89
20220101,0100CZS285,2,90.3
20220101,0100CZS290,1,49.22
20220101,0100CZS290,2,0
20220101,0100CZS300,1,0
20220101,0100CZS300,2,0
20220101,0101CZE010,1,0
20220101,0101CZE010,2,0
20220101,0101CZE020,1,108.79
20220101,0101CZE020,2,94.85
20220101,0101CZE030,1,57.63
20220101,0101CZE030,2,0
20220101,0101CZE040,1,102.44
20220101,0101CZE040,2,95.12
20220101,0101CZE050,1,107.24
20220101,0101CZE050,2,96
20220101,0101CZE060,1,100.43
20220101,0101CZE060,2,96.67
20220101,0101CZE070,1,74.73
20220101,0101CZE070,2,83.19
20220101,0101CZE080,1,102.31
20220101,0101CZE080,2,92.14
20220101,0101CZE090,1,103.81
20220101,0101CZE090,2,88.41
20220101,0101CZE100,1,57.52
20220101,0101CZE100,2,0
20220101,0101CZE110,1,98.41
20220101,0101CZE110,2,90.13
20220101,0101CZE120,1,48.76
20220101,0101CZE120,2,0
20220101,0101CZE130,1,0
20220101,0101CZE130,2,0
20220101,0101CZS010,1,0
20220101,0101CZS010,2,0
20220101,0101CZS020,1,103.76
20220101,0101CZS020,2,90.82
20220101,0101CZS030,1,53.71
20220101,0101CZS030,2,0
20220101,0101CZS040,1,99.92
20220101,0101CZS040,2,96.39
20220101,0101CZS050,1,106.83
20220101,0101CZS050,2,96.06
20220101,0101CZS060,1,83.28
20220101,0101CZS060,2,91.72
20220101,0101CZS070,1,78.51
20220101,0101CZS070,2,76.39
20220101,0101CZS080,1,103.9
20220101,0101CZS080,2,92.5
20220101,0101CZS090,1,99.59
20220101,0101CZS090,2,76.06
20220101,0101CZS100,1,48.48
20220101,0101CZS100,2,0
20220101,0101CZS110,1,101.77
20220101,0101CZS110,2,64.49
20220101,0101CZS120,1,59.68
20220101,0101CZS120,2,0
20220101,0101CZS130,1,0
20220101,0101CZS130,2,0
20220101,0105CZE100,1,0
20220101,0105CZE100,2,0
20220101,0105CZE110,1,0
20220101,0105CZE110,2,0
20220101,0105CZE120,1,0
20220101,0105CZE120,2,0
20220101,0105CZE130,1,0
20220101,0105CZE130,2,0
20220101,0105CZS100,1,0
20220101,0105CZS100,2,0
20220101,0105CZS110,1,0
20220101,0105CZS110,2,0
20220101,0105CZS120,1,0
20220101,0105CZS120,2,0
20220101,0105CZS130,1,0
20220101,0105CZS130,2,0
20220101,0120CZE090,1,94.24
20220101,0120CZE090,2,82.31
20220101,0120CZE100,1,109.73
20220101,0120CZE100,2,97.87
20220101,0120CZE110,1,111.78
20220101,0120CZE110,2,97.23
20220101,0120CZE120,1,110.65
20220101,0120CZE120,2,97.45
20220101,0120CZE125,1,103.85
20220101,0120CZE125,2,83.77
20220101,0120CZE130,1,108.63
20220101,0120CZE130,2,83.96
20220101,0120CZE140,1,80.36
20220101,0120CZE140,2,79.93
20220101,0120CZE150,1,112.86
20220101,0120CZE150,2,89.56
20220101,0120CZE155,1,112.87
20220101,0120CZE155,2,87.8
20220101,0120CZE160,1,54.36
20220101,0120CZE160,2,0
20220101,0120CZE170,1,102.7
20220101,0120CZE170,2,82.22
20220101,0120CZE180,1,101.85
20220101,0120CZE180,2,78.05
20220101,0120CZE190,1,81.02
20220101,0120CZE190,2,74.07
20220101,0120CZE200,1,105.05
20220101,0120CZE200,2,90.14
20220101,0120CZE210,1,103.86
20220101,0120CZE210,2,87.35
20220101,0120CZE220,1,78.69
20220101,0120CZE220,2,86.62
20220101,0120CZE230,1,51.54
20220101,0120CZE230,2,46.32
20220101,0120CZS090,1,107.78
20220101,0120CZS090,2,88.81
20220101,0120CZS100,1,106.44
20220101,0120CZS100,2,87.3
20220101,0120CZS110,1,110.67
20220101,0120CZS110,2,86.14
20220101,0120CZS120,1,106.13
20220101,0120CZS120,2,91.28
20220101,0120CZS125,1,94.87
20220101,0120CZS125,2,70.94
20220101,0120CZS130,1,104.52
20220101,0120CZS130,2,90.77
20220101,0120CZS140,1,77.86
20220101,0120CZS140,2,80.6
20220101,0120CZS150,1,109.62
20220101,0120CZS150,2,85.93
20220101,0120CZS155,1,109.27
20220101,0120CZS155,2,86
20220101,0120CZS160,1,56.74
20220101,0120CZS160,2,0
20220101,0120CZS170,1,96.42
20220101,0120CZS170,2,83.99
20220101,0120CZS180,1,106.07
20220101,0120CZS180,2,86.02
20220101,0120CZS190,1,86.18
20220101,0120CZS190,2,79.1
20220101,0120CZS200,1,99.92
20220101,0120CZS200,2,79.41
20220101,0120CZS210,1,106.65
20220101,0120CZS210,2,85.61
20220101,0120CZS220,1,51.4
20220101,0120CZS220,2,0
20220101,0120CZS230,1,51.09
20220101,0120CZS230,2,0
20220101,0121CZE010,1,43.92
20220101,0121CZE010,2,0
20220101,0121CZE020,1,86.02
20220101,0121CZE020,2,0
20220101,0121CZE030,1,81.84
20220101,0121CZE030,2,96.64
20220101,0121CZE040,1,91.9
20220101,0121CZE040,2,96.19
20220101,0121CZE050,1,104.69
20220101,0121CZE050,2,94.87
20220101,0121CZE060,1,102.96
20220101,0121CZE060,2,93.61
20220101,0121CZE070,1,67.68
20220101,0121CZE070,2,85.38
20220101,0121CZE080,1,18.29
20220101,0121CZE080,2,0
20220101,0121CZS010,1,38.44
20220101,0121CZS010,2,0
20220101,0121CZS020,1,100.47
20220101,0121CZS020,2,81.04
20220101,0121CZS030,1,72.62
20220101,0121CZS030,2,89.97
20220101,0121CZS040,1,80.92
20220101,0121CZS040,2,88.82
20220101,0121CZS050,1,102.24
20220101,0121CZS050,2,94.2
20220101,0121CZS060,1,105.9
20220101,0121CZS060,2,97.84
20220101,0121CZS070,1,97.65
20220101,0121CZS070,2,87.75
20220101,0121CZS080,1,41.86
20220101,0121CZS080,2,0
20220101,0140CZE010,1,0
20220101,0140CZE010,2,0
20220101,0140CZE020,1,107.35
20220101,0140CZE020,2,92.73
20220101,0140CZE030,1,99.82
20220101,0140CZE030,2,82.5
20220101,0140CZE040,1,109.66
20220101,0140CZE040,2,87.55
20220101,0140CZE050,1,99.04
20220101,0140CZE050,2,79.98
20220101,0140CZE060,1,112.64
20220101,0140CZE060,2,85.63
20220101,0140CZS010,1,0
20220101,0140CZS010,2,0
20220101,0140CZS020,1,105.08
20220101,0140CZS020,2,87.43
20220101,0140CZS030,1,111.06
20220101,0140CZS030,2,98.53
20220101,0140CZS040,1,103.33
20220101,0140CZS040,2,81.01
20220101,0140CZS050,1,109.52
20220101,0140CZS050,2,90.2
20220101,0140CZS060,1,103.47
20220101,0140CZS060,2,83.78
20220101,0141CZE200,1,77.57
20220101,0141CZE200,2,42.65
20220101,0141CZE210,1,97.85
20220101,0141CZE210,2,90.07
20220101,0141CZE220,1,84.11
20220101,0141CZE220,2,80.34
20220101,0141CZS200,1,61.16
20220101,0141CZS200,2,71.53
20220101,0141CZS210,1,86.03
20220101,0141CZS210,2,71.59
20220101,0141CZS220,1,86.79
20220101,0141CZS220,2,82.12
20220101,0150CZE005,1,0
20220101,0150CZE005,2,0
20220101,0150CZE010,1,0
20220101,0150CZE010,2,0
20220101,0150CZE020,1,0
20220101,0150CZE020,2,0
20220101,0150CZE030,1,96.92
20220101,0150CZE030,2,90.56
20220101,0150CZE040,1,97.58
20220101,0150CZE040,2,89.29
20220101,0150CZE050,1,82.09
20220101,0150CZE050,2,94.33
20220101,0150CZE060,1,93.83
20220101,0150CZE060,2,92.96
20220101,0150CZE070,1,110.98
20220101,0150CZE070,2,91.76
20220101,0150CZE080,1,113.92
20220101,0150CZE080,2,95.95
20220101,0150CZE090,1,86.88
20220101,0150CZE090,2,88.53
20220101,0150CZE100,1,108.01
20220101,0150CZE100,2,96
20220101,0150CZE110,1,108.06
20220101,0150CZE110,2,93.54
20220101,0150CZE120,1,111.87
20220101,0150CZE120,2,94.09
20220101,0150CZE130,1,101.91
20220101,0150CZE130,2,93.71
20220101,0150CZE140,1,107.47
20220101,0150CZE140,2,98.31
20220101,0150CZE150,1,68.87
20220101,0150CZE150,2,92.09
20220101,0150CZE160,1,108.28
20220101,0150CZE160,2,90.89
20220101,0150CZE170,1,91.6
20220101,0150CZE170,2,89.8
20220101,0150CZE180,1,97.27
20220101,0150CZE180,2,85.5
20220101,0150CZE190,1,98.5
20220101,0150CZE190,2,73.21
20220101,0150CZE200,1,96.57
20220101,0150CZE200,2,70.12
20220101,0150CZE210,1,91.64
20220101,0150CZE210,2,83.74
20220101,0150CZE220,1,99.93
20220101,0150CZE220,2,89.94
20220101,0150CZE230,1,93.66
20220101,0150CZE230,2,87.84
20220101,0150CZE240,1,102.48
20220101,0150CZE240,2,88.6
20220101,0150CZE250,1,100.6
20220101,0150CZE250,2,90.41
20220101,0150CZE260,1,93.59
20220101,0150CZE260,2,83.68
20220101,0150CZE270,1,80.24
20220101,0150CZE270,2,84.9
20220101,0150CZE280,1,107.75
20220101,0150CZE280,2,93.49
20220101,0150CZE290,1,104.25
20220101,0150CZE290,2,91.55
20220101,0150CZE300,1,99.61
20220101,0150CZE300,2,87.53
20220101,0150CZE305,1,98.82
20220101,0150CZE305,2,85.1
20220101,0150CZE310,1,92.47
20220101,0150CZE310,2,86.8
20220101,0150CZE315,1,90.79
20220101,0150CZE315,2,85.41
20220101,0150CZE320,1,87.04
20220101,0150CZE320,2,78.69
20220101,0150CZE330,1,40.31
20220101,0150CZE330,2,0
20220101,0150CZE340,1,91.35
20220101,0150CZE340,2,77.39
20220101,0150CZE350,1,0
20220101,0150CZE350,2,0
20220101,0150CZE360,1,0
20220101,0150CZE360,2,0
20220101,0150CZE370,1,0
20220101,0150CZE370,2,0
20220101,0150CZE380,1,0
20220101,0150CZE380,2,0
20220101,0150CZE390,1,0
20220101,0150CZE390,2,0
20220101,0150CZS005,1,0
20220101,0150CZS005,2,0
20220101,0150CZS010,1,0
20220101,0150CZS010,2,0
20220101,0150CZS020,1,0
20220101,0150CZS020,2,0
20220101,0150CZS030,1,101.97
20220101,0150CZS030,2,90.2
20220101,0150CZS040,1,119.78
20220101,0150CZS040,2,96.83
20220101,0150CZS050,1,80.17
20220101,0150CZS050,2,82.06
20220101,0150CZS060,1,113.72
20220101,0150CZS060,2,92.23
20220101,0150CZS070,1,114.13
20220101,0150CZS070,2,92.34
20220101,0150CZS080,1,112.49
20220101,0150CZS080,2,94.36
20220101,0150CZS090,1,73.95
20220101,0150CZS090,2,79.46
20220101,0150CZS100,1,106.76
20220101,0150CZS100,2,95.92
20220101,0150CZS110,1,104.33
20220101,0150CZS110,2,93.25
20220101,0150CZS120,1,109.39
20220101,0150CZS120,2,92.34
20220101,0150CZS130,1,112.55
20220101,0150CZS130,2,94.7
20220101,0150CZS140,1,83.41
20220101,0150CZS140,2,88.22
20220101,0150CZS150,1,98.54
20220101,0150CZS150,2,89.73
20220101,0150CZS160,1,107.37
20220101,0150CZS160,2,92.93
20220101,0150CZS170,1,88.49
20220101,0150CZS170,2,82.91
20220101,0150CZS180,1,96.06
20220101,0150CZS180,2,81.1
20220101,0150CZS190,1,99.2
20220101,0150CZS190,2,72.86
20220101,0150CZS200,1,96.31
20220101,0150CZS200,2,71.44
20220101,0150CZS210,1,97.97
20220101,0150CZS210,2,88.63
20220101,0150CZS220,1,106.11
20220101,0150CZS220,2,90.9
20220101,0150CZS230,1,77.06
20220101,0150CZS230,2,85.48
20220101,0150CZS240,1,99.49
20220101,0150CZS240,2,92.13
20220101,0150CZS250,1,99.96
20220101,0150CZS250,2,91.61
20220101,0150CZS260,1,97.7
20220101,0150CZS260,2,89.56
20220101,0150CZS270,1,73.74
20220101,0150CZS270,2,78.66
20220101,0150CZS280,1,92.9
20220101,0150CZS280,2,82.46
20220101,0150CZS290,1,106.42
20220101,0150CZS290,2,89.13
20220101,0150CZS300,1,105.62
20220101,0150CZS300,2,88.21
20220101,0150CZS305,1,99.01
20220101,0150CZS305,2,83
20220101,0150CZS310,1,92.36
20220101,0150CZS310,2,85.93
20220101,0150CZS315,1,93.56
20220101,0150CZS315,2,86.05
20220101,0150CZS320,1,97.7
20220101,0150CZS320,2,81.77
20220101,0150CZS330,1,46.72
20220101,0150CZS330,2,0
20220101,0150CZS340,1,90.95
20220101,0150CZS340,2,74.06
20220101,0150CZS350,1,101.15
20220101,0150CZS350,2,83.25
20220101,0150CZS360,1,103.68
20220101,0150CZS360,2,130.69
20220101,0150CZS370,1,0
20220101,0150CZS370,2,0
20220101,0150CZS380,1,0
20220101,0150CZS380,2,0
20220101,0150CZS390,1,0
20220101,0150CZS390,2,0
20220101,0153CZE010,1,0
20220101,0153CZE010,2,0
20220101,0153CZE020,1,0
20220101,0153CZE020,2,0
20220101,0153CZE025,1,0
20220101,0153CZE025,2,0
20220101,0153CZE030,1,0
20220101,0153CZE030,2,0
20220101,0153CZE040,1,0
20220101,0153CZE040,2,0
20220101,0153CZS010,1,0
20220101,0153CZS010,2,0
20220101,0153CZS020,1,0
20220101,0153CZS020,2,0
20220101,0153CZS025,1,0
20220101,0153CZS025,2,0
20220101,0153CZS030,1,0
20220101,0153CZS030,2,0
20220101,0153CZS040,1,0
20220101,0153CZS040,2,0
20220101,0160CZE010,1,86.53
20220101,0160CZE010,2,82.41
20220101,0160CZE020,1,0
20220101,0160CZE020,2,0
20220101,0160CZE030,1,0
20220101,0160CZE030,2,0
20220101,0160CZS010,1,92.5
20220101,0160CZS010,2,88.08
20220101,0160CZS020,1,0
20220101,0160CZS020,2,0
20220101,0160CZS030,1,0
20220101,0160CZS030,2,0
20220101,0170CZE010,1,0
20220101,0170CZE010,2,0
20220101,0170CZE020,1,0
20220101,0170CZE020,2,0
20220101,0170CZE030,1,0
20220101,0170CZE030,2,0
20220101,0170CZE040,1,0
20220101,0170CZE040,2,0
20220101,0170CZE050,1,0
20220101,0170CZE050,2,0
20220101,0170CZE060,1,0
20220101,0170CZE060,2,0
20220101,0170CZE070,1,0
20220101,0170CZE070,2,0
20220101,0170CZE075,1,0
20220101,0170CZE075,2,0
20220101,0170CZE080,1,0
20220101,0170CZE080,2,0
20220101,0170CZE110,1,0
20220101,0170CZE110,2,0
20220101,0170CZE120,1,0
20220101,0170CZE120,2,0
20220101,0170CZE130,1,0
20220101,0170CZE130,2,0
20220101,0170CZE140,1,0
20220101,0170CZE140,2,0
