sido_code,sigungu_code,emd_code,week_type,ALL_VKT,PSCR_VKT,BUS_VKT,FGCR_VKT,시도,시군구
11,11230,1123073,weekday,383004,304067,5582,73355,서울특별시,강남구
11,11240,1124058,weekday,128032,110529,681,16823,서울특별시,송파구
11,11180,1118060,weekday,24045,17525,90,6430,서울특별시,금천구
11,11210,1121063,weekday,258573,210855,2001,45717,서울특별시,관악구
11,11170,1117055,weekday,38039,28624,167,9248,서울특별시,구로구
11,11140,1114063,weekday,177372,141375,2674,33323,서울특별시,마포구
11,11010,1101063,weekday,92389,72932,491,18966,서울특별시,종로구
11,11020,1102054,weekday,155472,121473,852,33147,서울특별시,중구
11,11110,1111074,weekday,203238,160398,1820,41021,서울특별시,노원구
11,11220,1122051,weekday,343136,269747,8117,65271,서울특별시,서초구
11,11090,1109071,weekday,168391,141574,668,26149,서울특별시,강북구
11,11160,1116052,weekday,124806,99498,937,24372,서울특별시,강서구
11,11210,1121072,weekday,158118,122432,999,34687,서울특별시,관악구
11,11250,1125074,weekday,243898,206076,1331,36491,서울특별시,강동구
11,11110,1111078,weekday,160678,132627,843,27208,서울특별시,노원구
11,11080,1108062,weekday,51147,41399,217,9532,서울특별시,성북구
11,11110,1111073,weekday,70165,57994,363,11808,서울특별시,노원구
11,11250,1125071,weekday,146755,125891,670,20193,서울특별시,강동구
11,11190,1119063,weekday,132861,105792,974,26095,서울특별시,영등포구
11,11080,1108058,weekday,89402,72613,435,16355,서울특별시,성북구
11,11110,1111058,weekday,153988,125483,1072,27433,서울특별시,노원구
11,11050,1105062,weekday,271684,213193,3210,55281,서울특별시,광진구
11,11080,1108084,weekday,239505,191266,1273,46966,서울특별시,성북구
11,11180,1118059,weekday,199833,154530,1597,43706,서울특별시,금천구
11,11240,1124063,weekday,59880,52525,317,7038,서울특별시,송파구
11,11030,1103069,weekday,668077,525583,13533,128961,서울특별시,용산구
11,11150,1115051,weekday,493974,385558,4376,104040,서울특별시,양천구
11,11170,1117051,weekday,281690,216409,2430,62851,서울특별시,구로구
23,23040,2304059,weekday,89560,78753,651,10156,인천광역시,연수구
23,23080,2308071,weekday,206240,174635,1501,30103,인천광역시,서구
23,23060,2306056,weekday,107343,94332,1337,11675,인천광역시,부평구
23,23060,2306054,weekday,152489,137361,694,14434,인천광역시,부평구
23,23060,2306068,weekday,88984,81380,415,7190,인천광역시,부평구
23,23010,2301058,weekday,41822,36123,216,5483,인천광역시,인천_중구
23,23020,2302063,weekday,54637,47621,295,6721,인천광역시,동구
23,23020,2302059,weekday,6421,5488,38,895,인천광역시,동구
23,23060,2306067,weekday,74603,68772,349,5482,인천광역시,부평구
23,23060,2306051,weekday,109442,97808,571,11063,인천광역시,부평구
23,23050,2305058,weekday,253735,221851,2482,29402,인천광역시,남동구
23,23010,2301054,weekday,332974,254112,2479,76382,인천광역시,인천_중구
23,23050,2305073,weekday,311264,277272,1359,32633,인천광역시,남동구
23,23050,2305052,weekday,140982,124291,918,15773,인천광역시,남동구
23,23060,2306064,weekday,150814,132342,918,17554,인천광역시,부평구
23,23080,2308076,weekday,254309,203873,8632,41804,인천광역시,서구
23,23040,2304054,weekday,197610,175024,1207,21378,인천광역시,연수구
23,23020,2302058,weekday,19738,16981,179,2578,인천광역시,동구
23,23010,2301057,weekday,21462,18227,143,3092,인천광역시,인천_중구
23,23080,2308053,weekday,613482,513619,7593,92270,인천광역시,서구
23,23060,2306069,weekday,767064,620123,14082,132859,인천광역시,부평구
23,23310,2331035,weekday,256399,214734,1248,40417,인천광역시,강화군
23,23050,2305057,weekday,244856,211029,2563,31263,인천광역시,남동구
23,23310,2331031,weekday,186271,161354,961,23957,인천광역시,강화군
23,23050,2305054,weekday,124651,109154,999,14498,인천광역시,남동구
23,23030,2303068,weekday,115376,100039,1012,14325,인천광역시,남구
23,23010,2301065,weekday,1263699,1042771,49954,170974,인천광역시,인천_중구
23,23030,2303071,weekday,59945,52891,447,6606,인천광역시,남구
23,23010,2301066,weekday,79161,73762,332,5066,인천광역시,인천_중구
23,23050,2305063,weekday,72986,63316,928,8741,인천광역시,남동구
23,23080,2308056,weekday,204053,167084,1845,35124,인천광역시,서구
23,23040,2304065,weekday,278017,253485,1594,22938,인천광역시,연수구
23,23310,2331039,weekday,85762,73504,410,11847,인천광역시,강화군
23,23050,2305060,weekday,53035,47358,473,5204,인천광역시,남동구
23,23310,2331037,weekday,121614,104468,561,16585,인천광역시,강화군
23,23070,2307056,weekday,139820,123602,690,15528,인천광역시,계양구
23,23060,2306071,weekday,91823,78163,1241,12419,인천광역시,부평구
23,23030,2303065,weekday,123691,108926,813,13953,인천광역시,남구
23,23030,2303061,weekday,119912,106856,660,12397,인천광역시,남구
23,23050,2305062,weekday,82745,70679,1368,10697,인천광역시,남동구
23,23050,2305059,weekday,130171,112625,1347,16199,인천광역시,남동구
23,23050,2305055,weekday,151424,135488,889,15047,인천광역시,남동구
23,23060,2306063,weekday,178289,152609,1089,24591,인천광역시,부평구
23,23080,2308069,weekday,140849,121763,838,18248,인천광역시,서구
23,23080,2308058,weekday,110362,92107,970,17285,인천광역시,서구
23,23080,2308051,weekday,1475089,1211856,33116,230117,인천광역시,서구
23,23310,2331011,weekday,288666,246502,1801,40363,인천광역시,강화군
23,23310,2331038,weekday,72325,63450,250,8625,인천광역시,강화군
23,23010,2301061,weekday,6762,5878,28,856,인천광역시,인천_중구
23,23310,2331040,weekday,56184,49161,172,6851,인천광역시,강화군
23,23030,2303070,weekday,133852,118127,814,14912,인천광역시,남구
23,23080,2308078,weekday,181287,161575,843,18869,인천광역시,서구
23,23010,2301063,weekday,315266,281964,2123,31179,인천광역시,인천_중구
23,23310,2331034,weekday,261432,222240,1177,38014,인천광역시,강화군
23,23040,2304064,weekday,405705,348218,3250,54238,인천광역시,연수구
23,23080,2308079,weekday,541880,439242,6400,96238,인천광역시,서구
23,23020,2302060,weekday,48266,41717,266,6283,인천광역시,동구
23,23080,2308065,weekday,153284,128653,1845,22786,인천광역시,서구
23,23050,2305061,weekday,33194,29124,323,3747,인천광역시,남동구
23,23050,2305064,weekday,315209,254065,4643,56501,인천광역시,남동구
23,23020,2302064,weekday,16906,14833,127,1946,인천광역시,동구
23,23040,2304053,weekday,148430,134103,686,13641,인천광역시,연수구
23,23070,2307053,weekday,133673,113239,2103,18331,인천광역시,계양구
23,23070,2307057,weekday,168375,143315,1383,23677,인천광역시,계양구
23,23060,2306055,weekday,138205,123705,761,13738,인천광역시,부평구
23,23010,2301064,weekday,1425964,1184768,34269,206927,인천광역시,인천_중구
23,23080,2308074,weekday,407543,337912,3198,66433,인천광역시,서구
23,23060,2306059,weekday,99210,87470,613,11127,인천광역시,부평구
23,23010,2301053,weekday,115312,93520,928,20864,인천광역시,인천_중구
23,23030,2303075,weekday,130208,111181,861,18165,인천광역시,남구
23,23070,2307061,weekday,464420,381840,6456,76124,인천광역시,계양구
23,23030,2303054,weekday,31896,28592,138,3166,인천광역시,남구
23,23030,2303059,weekday,291170,240777,2579,47814,인천광역시,남구
23,23010,2301056,weekday,12990,11552,62,1376,인천광역시,인천_중구
23,23060,2306053,weekday,101901,89338,808,11755,인천광역시,부평구
23,23040,2304058,weekday,217560,187654,1580,28325,인천광역시,연수구
23,23070,2307054,weekday,62175,53112,1143,7920,인천광역시,계양구
23,23040,2304051,weekday,182088,154897,1201,25990,인천광역시,연수구
23,23310,2331041,weekday,187612,156440,745,30427,인천광역시,강화군
23,23060,2306052,weekday,161341,142909,1079,17353,인천광역시,부평구
23,23080,2308077,weekday,1028147,813023,10122,205002,인천광역시,서구
23,23080,2308070,weekday,284408,238616,2319,43474,인천광역시,서구
23,23320,2332037,weekday,200053,177193,958,21903,인천광역시,옹진군
23,23030,2303066,weekday,129119,112938,937,15244,인천광역시,남구
23,23070,2307062,weekday,142932,128596,600,13736,인천광역시,계양구
23,23080,2308063,weekday,55217,48257,439,6521,인천광역시,서구
23,23060,2306061,weekday,98212,84804,627,12781,인천광역시,부평구
23,23060,2306057,weekday,85680,73582,759,11339,인천광역시,부평구
23,23080,2308054,weekday,411014,344244,3616,63154,인천광역시,서구
23,23030,2303074,weekday,109130,93077,962,15091,인천광역시,남구
23,23070,2307055,weekday,118261,103139,1111,14011,인천광역시,계양구
23,23020,2302053,weekday,58689,45632,691,12366,인천광역시,동구
23,23030,2303077,weekday,313839,268072,2735,43032,인천광역시,남구
23,23010,2301052,weekday,282792,224321,2130,56341,인천광역시,인천_중구
23,23060,2306058,weekday,90161,78757,537,10867,인천광역시,부평구
23,23050,2305067,weekday,1323389,1094682,12905,215802,인천광역시,남동구
23,23070,2307063,weekday,1274708,1026573,29105,219030,인천광역시,계양구
23,23040,2304063,weekday,1173166,888294,18378,266493,인천광역시,연수구
23,23030,2303062,weekday,141666,123317,983,17366,인천광역시,남구
23,23050,2305051,weekday,191035,170261,1204,19570,인천광역시,남동구
23,23080,2308059,weekday,263122,218166,2702,42255,인천광역시,서구
23,23030,2303073,weekday,164506,145173,1032,18300,인천광역시,남구
23,23040,2304052,weekday,604720,476597,8294,119829,인천광역시,연수구
23,23060,2306065,weekday,710500,577513,10860,122126,인천광역시,부평구
23,23080,2308073,weekday,315866,255078,2505,58283,인천광역시,서구
23,23030,2303072,weekday,85896,76870,495,8531,인천광역시,남구
23,23050,2305053,weekday,352161,313911,2326,35924,인천광역시,남동구
23,23060,2306062,weekday,484350,408501,3538,72311,인천광역시,부평구
23,23050,2305065,weekday,1514201,1215799,24191,274211,인천광역시,남동구
23,23060,2306072,weekday,177424,157119,957,19347,인천광역시,부평구
23,23310,2331032,weekday,249318,213664,1172,34482,인천광역시,강화군
23,23080,2308062,weekday,630942,514180,7044,109717,인천광역시,서구
23,23070,2307064,weekday,1162740,926411,26785,209544,인천광역시,계양구
23,23080,2308060,weekday,302442,247538,2820,52084,인천광역시,서구
23,23030,2303057,weekday,40859,36042,207,4610,인천광역시,남구
23,23070,2307051,weekday,74691,65902,241,8548,인천광역시,계양구
23,23050,2305072,weekday,755571,580978,10639,163955,인천광역시,남동구
23,23010,2301060,weekday,64542,50596,393,13553,인천광역시,인천_중구
23,23020,2302055,weekday,34194,29003,213,4977,인천광역시,동구
23,23030,2303052,weekday,54127,47594,271,6262,인천광역시,남구
23,23040,2304057,weekday,358209,298244,3314,56651,인천광역시,연수구
23,23060,2306060,weekday,52006,46055,249,5703,인천광역시,부평구
23,23040,2304055,weekday,43962,40816,123,3023,인천광역시,연수구
23,23030,2303056,weekday,311272,258047,2884,50341,인천광역시,남구
23,23060,2306066,weekday,72660,63948,900,7812,인천광역시,부평구
23,23070,2307052,weekday,332709,276056,2676,53977,인천광역시,계양구
23,23080,2308064,weekday,253873,218177,2237,33458,인천광역시,서구
23,23070,2307058,weekday,947240,769678,11313,166249,인천광역시,계양구
23,23030,2303076,weekday,156070,134660,1121,20289,인천광역시,남구
23,23020,2302057,weekday,113036,93642,888,18506,인천광역시,동구
23,23050,2305056,weekday,46196,41745,268,4183,인천광역시,남동구
23,23060,2306070,weekday,169907,146383,1615,21910,인천광역시,부평구
23,23030,2303069,weekday,181851,155514,1484,24853,인천광역시,남구
23,23040,2304060,weekday,228367,193171,1496,33700,인천광역시,연수구
23,23020,2302061,weekday,142033,121618,1062,19353,인천광역시,동구
23,23080,2308055,weekday,237485,195408,2397,39679,인천광역시,서구
23,23050,2305074,weekday,1227508,1041762,12060,173685,인천광역시,남동구
23,23040,2304056,weekday,238517,212449,1380,24688,인천광역시,연수구
23,23030,2303067,weekday,32309,28705,153,3451,인천광역시,남구
23,23030,2303060,weekday,707589,564511,8978,134101,인천광역시,남구
23,23310,2331033,weekday,433185,365666,2362,65157,인천광역시,강화군
23,23310,2331036,weekday,152021,130259,675,21088,인천광역시,강화군
23,23020,2302052,weekday,14954,12819,76,2060,인천광역시,동구
23,23020,2302051,weekday,27403,23044,136,4222,인천광역시,동구
31,31160,3116060,weekday,46927,41837,239,4850,경기도,군포시
31,31014,3101465,weekday,278576,240040,2306,36230,경기도,수원시 영통구
31,31050,3105086,weekday,761163,634471,6440,120253,경기도,부천시
31,31011,3101157,weekday,89078,76883,654,11541,경기도,수원시 장안구
31,31200,3120054,weekday,268360,213787,1871,52702,경기도,파주시
31,31180,3118063,weekday,488008,403879,11380,72749,경기도,하남시
31,31193,3119355,weekday,365196,302820,5930,56446,경기도,용인시 수지구
31,31200,3120013,weekday,409674,323688,1723,84263,경기도,파주시
31,31193,3119358,weekday,47152,43331,221,3600,경기도,용인시 수지구
31,31021,3102156,weekday,24389,20836,109,3444,경기도,성남시 수정구
31,31270,3127039,weekday,245658,187752,2768,55139,경기도,포천시
31,31101,3110164,weekday,1044654,808111,14233,222310,경기도,고양시 덕양구
31,31030,3103066,weekday,740239,573542,9970,156726,경기도,의정부시
31,31260,3126052,weekday,831484,640116,8278,183089,경기도,양주시
31,31180,3118051,weekday,1547235,1126084,32602,388549,경기도,하남시
31,31270,3127040,weekday,99847,78168,970,20708,경기도,포천시
31,31011,3101163,weekday,480835,366682,11690,102463,경기도,수원시 장안구
31,31042,3104261,weekday,274146,238052,2872,33222,경기도,안양시 동안구
31,31080,3108051,weekday,33413,26668,222,6522,경기도,동두천시
31,31200,3120031,weekday,441886,353917,3971,83998,경기도,파주시
31,31150,3115061,weekday,777583,669310,4309,103964,경기도,시흥시
31,31014,3101462,weekday,1102386,859372,26537,216477,경기도,수원시 영통구
31,31041,3104155,weekday,48913,44356,250,4307,경기도,안양시 만안구
31,31050,3105051,weekday,68928,61215,339,7374,경기도,부천시
31,31030,3103065,weekday,330280,251274,6326,72680,경기도,의정부시
31,31210,3121032,weekday,132073,106077,954,25043,경기도,이천시
31,31192,3119256,weekday,937525,724493,21196,191836,경기도,용인시 기흥구
31,31260,3126011,weekday,451799,356965,1981,92853,경기도,양주시
31,31060,3106054,weekday,20348,13988,103,6257,경기도,광명시
31,31021,3102157,weekday,33175,27712,219,5244,경기도,성남시 수정구
31,31150,3115055,weekday,1373999,1077393,20824,275782,경기도,시흥시
31,31012,3101254,weekday,77310,67563,612,9136,경기도,수원시 권선구
31,31210,3121012,weekday,1082060,784624,25299,272137,경기도,이천시
31,31230,3123035,weekday,401502,339365,3619,58517,경기도,김포시
31,31210,3121036,weekday,368331,251205,8168,108957,경기도,이천시
31,31013,3101367,weekday,55891,49408,365,6118,경기도,수원시 팔달구
31,31023,3102378,weekday,83312,74417,293,8602,경기도,성남시 분당구
31,31070,3107037,weekday,416404,306916,3743,105745,경기도,평택시
31,31180,3118053,weekday,283113,239560,2719,40834,경기도,하남시
31,31380,3138041,weekday,117932,96345,1221,20366,경기도,양평군
31,31200,3120012,weekday,461110,365113,3748,92248,경기도,파주시
31,31130,3113051,weekday,383808,304608,4251,74950,경기도,남양주시
31,31080,3108053,weekday,59370,46540,459,12370,경기도,동두천시
31,31030,3103052,weekday,255855,210780,1882,43193,경기도,의정부시
31,31150,3115067,weekday,162217,136859,727,24630,경기도,시흥시
31,31200,3120055,weekday,2106213,1666021,19907,420284,경기도,파주시
31,31192,3119254,weekday,1383745,1092350,58699,232696,경기도,용인시 기흥구
31,31103,3110351,weekday,367699,262631,2189,102878,경기도,고양시 일산동구
31,31011,3101155,weekday,240822,210588,1759,28475,경기도,수원시 장안구
31,31230,3123036,weekday,219822,190495,1162,28165,경기도,김포시
31,31192,3119259,weekday,1421082,1137110,39316,244656,경기도,용인시 기흥구
31,31130,3113032,weekday,157556,126081,1593,29883,경기도,남양주시
31,31011,3101154,weekday,856209,673807,19360,163042,경기도,수원시 장안구
31,31103,3110358,weekday,1029647,796057,12444,221146,경기도,고양시 일산동구
31,31191,3119132,weekday,756804,618338,12951,125515,경기도,용인시 처인구
31,31023,3102375,weekday,365587,326838,2659,36089,경기도,성남시 분당구
31,31050,3105074,weekday,83597,75341,503,7753,경기도,부천시
31,31280,3128032,weekday,490692,374729,9936,106026,경기도,여주시
31,31013,3101353,weekday,39215,35459,233,3523,경기도,수원시 팔달구
31,31104,3110453,weekday,146832,113202,1023,32607,경기도,고양시 일산서구
31,31080,3108060,weekday,155244,121182,1264,32798,경기도,동두천시
31,31103,3110354,weekday,378326,275568,3660,99098,경기도,고양시 일산동구
31,31041,3104151,weekday,118375,106979,629,10767,경기도,안양시 만안구
31,31030,3103056,weekday,826036,628086,13526,184424,경기도,의정부시
31,31041,3104164,weekday,565280,439893,5509,119877,경기도,안양시 만안구
31,31011,3101158,weekday,129875,112199,1097,16580,경기도,수원시 장안구
31,31050,3105082,weekday,133249,111003,834,21412,경기도,부천시
31,31013,3101354,weekday,170507,144924,1955,23628,경기도,수원시 팔달구
31,31160,3116059,weekday,41286,36727,167,4391,경기도,군포시
31,31042,3104255,weekday,71746,67045,312,4390,경기도,안양시 동안구
31,31060,3106062,weekday,220379,157590,1230,61560,경기도,광명시
31,31050,3105056,weekday,62138,54050,330,7758,경기도,부천시
31,31023,3102359,weekday,115465,100686,866,13913,경기도,성남시 분당구
31,31230,3123058,weekday,323850,270798,2134,50918,경기도,김포시
31,31240,3124061,weekday,567892,507336,6384,54172,경기도,화성시
31,31130,3113057,weekday,1435858,1102635,24764,308459,경기도,남양주시
31,31350,3135036,weekday,72737,57190,561,14986,경기도,연천군
31,31193,3119353,weekday,225151,192841,3993,28318,경기도,용인시 수지구
31,31191,3119136,weekday,1660553,1173744,42918,443891,경기도,용인시 처인구
31,31041,3104162,weekday,33627,31319,89,2219,경기도,안양시 만안구
31,31030,3103057,weekday,306573,245236,2722,58615,경기도,의정부시
31,31210,3121054,weekday,262179,203691,2082,56406,경기도,이천시
31,31380,3138031,weekday,206413,162324,3467,40622,경기도,양평군
31,31240,3124015,weekday,1422280,1052512,13044,356724,경기도,화성시
31,31220,3122040,weekday,512674,360079,9892,142703,경기도,안성시
31,31092,3109276,weekday,270577,223744,1769,45064,경기도,안산시 단원구
31,31070,3107059,weekday,263608,210093,2742,50774,경기도,평택시
31,31104,3110458,weekday,1468052,1131690,17497,318865,경기도,고양시 일산서구
31,31250,3125051,weekday,478642,372137,2375,104130,경기도,광주시
31,31270,3127033,weekday,413877,308688,4862,100327,경기도,포천시
31,31021,3102165,weekday,634512,512492,14829,107191,경기도,성남시 수정구
31,31060,3106057,weekday,109524,76508,633,32383,경기도,광명시
31,31192,3119261,weekday,1229484,958353,44800,226331,경기도,용인시 기흥구
31,31050,3105066,weekday,288781,256148,1797,30836,경기도,부천시
31,31101,3110167,weekday,228327,188735,844,38749,경기도,고양시 덕양구
31,31140,3114054,weekday,677354,564317,11047,101989,경기도,오산시
31,31103,3110356,weekday,313025,240467,2239,70319,경기도,고양시 일산동구
31,31050,3105072,weekday,45116,39963,243,4910,경기도,부천시
31,31200,3120052,weekday,122149,97349,916,23883,경기도,파주시
31,31240,3124036,weekday,1081356,770846,24608,285902,경기도,화성시
31,31014,3101466,weekday,215749,187217,1871,26661,경기도,수원시 영통구
31,31021,3102152,weekday,59541,49231,405,9905,경기도,성남시 수정구
31,31060,3106056,weekday,135043,92366,528,42149,경기도,광명시
31,31050,3105053,weekday,54850,49139,277,5435,경기도,부천시
31,31280,3128052,weekday,276552,217142,4031,55378,경기도,여주시
31,31240,3124054,weekday,89446,80349,413,8683,경기도,화성시
31,31092,3109266,weekday,2750278,2244851,17637,487790,경기도,안산시 단원구
31,31210,3121034,weekday,1460533,1002895,39905,417733,경기도,이천시
31,31180,3118064,weekday,927284,737382,19662,170240,경기도,하남시
31,31041,3104154,weekday,32254,29866,126,2262,경기도,안양시 만안구
31,31060,3106065,weekday,109604,79721,735,29147,경기도,광명시
31,31080,3108056,weekday,245432,193395,824,51213,경기도,동두천시
31,31091,3109177,weekday,277776,229037,2117,46622,경기도,안산시 상록구
31,31380,3138036,weekday,164438,132649,2454,29336,경기도,양평군
31,31240,3124014,weekday,1910106,1525972,21814,362321,경기도,화성시
31,31210,3121031,weekday,438925,330970,5734,102221,경기도,이천시
31,31250,3125012,weekday,2289541,1673923,45981,569636,경기도,광주시
31,31200,3120036,weekday,316000,246567,2531,66903,경기도,파주시
31,31070,3107060,weekday,124919,99473,1190,24255,경기도,평택시
31,31200,3120032,weekday,1262574,999320,11497,251757,경기도,파주시
31,31013,3101355,weekday,137620,118045,1511,18064,경기도,수원시 팔달구
31,31350,3135012,weekday,325494,253728,2706,69060,경기도,연천군
31,31022,3102254,weekday,89600,72361,1424,15815,경기도,성남시 중원구
31,31101,3110159,weekday,885410,686996,10798,187616,경기도,고양시 덕양구
31,31130,3113054,weekday,799504,639213,11575,148715,경기도,남양주시
31,31022,3102262,weekday,34673,27795,144,6733,경기도,성남시 중원구
31,31050,3105075,weekday,188302,157437,1397,29468,경기도,부천시
31,31104,3110452,weekday,182135,133119,1227,47789,경기도,고양시 일산서구
31,31021,3102160,weekday,59301,49524,365,9412,경기도,성남시 수정구
31,31370,3137011,weekday,312034,232041,3421,76572,경기도,가평군
31,31070,3107051,weekday,375113,307762,5201,62149,경기도,평택시
31,31012,3101257,weekday,288388,245539,2764,40085,경기도,수원시 권선구
31,31280,3128033,weekday,449985,340922,11971,97092,경기도,여주시
31,31101,3110165,weekday,52911,42709,251,9951,경기도,고양시 덕양구
31,31140,3114052,weekday,775946,619097,24687,132162,경기도,오산시
31,31230,3123060,weekday,837398,690455,8018,138925,경기도,김포시
31,31170,3117056,weekday,2043798,1704939,29063,309796,경기도,의왕시
31,31270,3127041,weekday,149813,114365,1707,33741,경기도,포천시
31,31060,3106058,weekday,157880,118193,1501,38187,경기도,광명시
31,31240,3124056,weekday,191685,159712,1796,30177,경기도,화성시
31,31260,3126053,weekday,372349,285262,3698,83389,경기도,양주시
31,31250,3125036,weekday,107121,86124,1003,19994,경기도,광주시
31,31110,3111053,weekday,51272,47793,222,3257,경기도,과천시
31,31070,3107013,weekday,1987760,1380937,36566,570257,경기도,평택시
31,31060,3106067,weekday,818744,617157,8907,192680,경기도,광명시
31,31030,3103060,weekday,756334,581034,9210,166089,경기도,의정부시
31,31042,3104253,weekday,102422,95481,547,6393,경기도,안양시 동안구
31,31021,3102158,weekday,16604,13444,78,3082,경기도,성남시 수정구
31,31050,3105059,weekday,264185,221440,1669,41076,경기도,부천시
31,31180,3118056,weekday,175932,144948,1763,29221,경기도,하남시
31,31104,3110456,weekday,76135,57908,493,17735,경기도,고양시 일산서구
31,31380,3138033,weekday,678853,533771,12519,132562,경기도,양평군
31,31350,3135037,weekday,5309,4211,18,1080,경기도,연천군
31,31220,3122035,weekday,459734,334563,6758,118412,경기도,안성시
31,31013,3101370,weekday,104033,91080,745,12208,경기도,수원시 팔달구
31,31180,3118060,weekday,598520,472799,14493,111228,경기도,하남시
31,31280,3128035,weekday,153764,118902,2509,32353,경기도,여주시
31,31021,3102166,weekday,1739565,1359171,52920,327473,경기도,성남시 수정구
31,31240,3124055,weekday,424496,362563,4937,56997,경기도,화성시
31,31160,3116054,weekday,98743,87726,482,10535,경기도,군포시
31,31280,3128037,weekday,499217,371626,15732,111859,경기도,여주시
31,31022,3102260,weekday,453388,362603,5039,85747,경기도,성남시 중원구
31,31140,3114055,weekday,863381,701037,15982,146362,경기도,오산시
31,31092,3109274,weekday,218292,187466,1383,29443,경기도,안산시 단원구
31,31191,3119113,weekday,973847,687797,7280,278770,경기도,용인시 처인구
31,31091,3109158,weekday,633661,510193,9828,113641,경기도,안산시 상록구
31,31092,3109270,weekday,511277,404676,9062,97539,경기도,안산시 단원구
31,31022,3102255,weekday,14290,11741,64,2485,경기도,성남시 중원구
31,31170,3117052,weekday,1036720,818767,19234,198720,경기도,의왕시
31,31092,3109275,weekday,259215,225545,1429,32240,경기도,안산시 단원구
31,31030,3103053,weekday,61293,51137,265,9891,경기도,의정부시
31,31070,3107061,weekday,21230,17303,184,3743,경기도,평택시
31,31014,3101451,weekday,73615,63344,722,9549,경기도,수원시 영통구
31,31240,3124065,weekday,550947,483818,8987,58142,경기도,화성시
31,31070,3107053,weekday,720528,540079,13467,166982,경기도,평택시
31,31193,3119356,weekday,307908,256902,5985,45021,경기도,용인시 수지구
31,31011,3101161,weekday,297144,232374,6814,57957,경기도,수원시 장안구
31,31200,3120026,weekday,1215,980,3,232,경기도,파주시
31,31023,3102354,weekday,115915,102665,634,12617,경기도,성남시 분당구
31,31011,3101162,weekday,237892,206619,1714,29559,경기도,수원시 장안구
31,31170,3117054,weekday,107689,98767,732,8190,경기도,의왕시
31,31050,3105080,weekday,520164,423375,4107,92683,경기도,부천시
31,31240,3124035,weekday,827632,610607,12520,204505,경기도,화성시
31,31013,3101372,weekday,100250,89622,651,9977,경기도,수원시 팔달구
31,31012,3101252,weekday,159147,135121,1625,22400,경기도,수원시 권선구
31,31180,3118065,weekday,35745,30339,123,5283,경기도,하남시
31,31160,3116061,weekday,157572,137758,916,18898,경기도,군포시
31,31270,3127038,weekday,225659,170949,2500,52211,경기도,포천시
31,31050,3105078,weekday,208888,172729,1381,34778,경기도,부천시
31,31012,3101253,weekday,224800,192295,2125,30380,경기도,수원시 권선구
31,31260,3126056,weekday,560407,436597,4476,119334,경기도,양주시
31,31042,3104256,weekday,190904,174656,1289,14959,경기도,안양시 동안구
31,31250,3125038,weekday,1245437,873899,29569,341968,경기도,광주시
31,31070,3107011,weekday,956571,755672,11302,189596,경기도,평택시
31,31023,3102368,weekday,1494553,1209486,30062,255006,경기도,성남시 분당구
31,31180,3118059,weekday,644570,511302,15207,118060,경기도,하남시
31,31380,3138040,weekday,401073,332025,3913,65134,경기도,양평군
31,31120,3112057,weekday,35479,29780,306,5393,경기도,구리시
31,31050,3105067,weekday,170750,152651,846,17254,경기도,부천시
31,31220,3122051,weekday,119357,81821,2062,35474,경기도,안성시
31,31023,3102356,weekday,97985,87226,514,10245,경기도,성남시 분당구
31,31091,3109178,weekday,319722,265867,1894,51961,경기도,안산시 상록구
31,31160,3116058,weekday,119962,101436,929,17598,경기도,군포시
31,31380,3138037,weekday,152352,119003,2187,31162,경기도,양평군
31,31170,3117051,weekday,668325,544207,10439,113680,경기도,의왕시
31,31080,3108058,weekday,281149,220437,2290,58422,경기도,동두천시
31,31070,3107033,weekday,849929,652230,15104,182596,경기도,평택시
31,31200,3120037,weekday,457450,354952,3280,99218,경기도,파주시
31,31150,3115053,weekday,560399,465401,3976,91021,경기도,시흥시
31,31280,3128051,weekday,708901,525393,21164,162345,경기도,여주시
31,31380,3138011,weekday,493000,399666,6947,86387,경기도,양평군
31,31130,3113035,weekday,373501,293982,6084,73435,경기도,남양주시
31,31191,3119134,weekday,333267,225408,4012,103847,경기도,용인시 처인구
31,31350,3135038,weekday,18981,14876,77,4027,경기도,연천군
31,31023,3102352,weekday,34591,31243,130,3217,경기도,성남시 분당구
31,31350,3135035,weekday,13252,10514,29,2710,경기도,연천군
31,31103,3110361,weekday,136621,102415,837,33369,경기도,고양시 일산동구
31,31150,3115051,weekday,1392932,1089887,17728,285318,경기도,시흥시
31,31050,3105083,weekday,616751,503880,5651,107219,경기도,부천시
31,31240,3124042,weekday,860106,673686,15547,170873,경기도,화성시
31,31200,3120011,weekday,738409,580233,5585,152591,경기도,파주시
31,31110,3111051,weekday,88622,82742,364,5516,경기도,과천시
31,31250,3125014,weekday,1508892,1147575,26219,335098,경기도,광주시
31,31150,3115064,weekday,563153,464165,5380,93608,경기도,시흥시
31,31042,3104257,weekday,223014,206174,1183,15657,경기도,안양시 동안구
31,31240,3124012,weekday,1846175,1481421,23868,340886,경기도,화성시
31,31210,3121052,weekday,519119,372698,11393,135029,경기도,이천시
31,31191,3119111,weekday,1030873,817255,18510,195108,경기도,용인시 처인구
31,31192,3119260,weekday,188423,158905,1670,27847,경기도,용인시 기흥구
31,31050,3105084,weekday,124095,103805,835,19454,경기도,부천시
31,31042,3104254,weekday,82281,76646,384,5252,경기도,안양시 동안구
