기간,구분 ,성산로(금화터널),사직로(사직터널),자하문로(자하문터널),대사관로(삼청터널),율곡로(안국역),창경궁로(서울여자대학교),대학로(한국방송통신대학교),종로(동묘앞역),퇴계로(신당역),동호로(장충체육관),장충단로(장충단공원),퇴계로(회현역),세종대로(서울역),새문안로(서울역사박물관),종로(종로3가역),서소문로(시청역),세종대로(시청역2),을지로(을지로3가역),칠패로(숭례문),남산1호터널,남산2호터널,남산3호터널,소월로(회현역),소파로(숭의여자대학교)
2020,구분,"64,560","70,637","30,570","11,832","55,353","39,000","35,754","52,449","44,075","54,133","48,378","29,686","53,936","45,749","42,628","46,063","69,782","32,305","16,897","63,920","20,999","33,026","12,169","10,097"
