sido_code,sigungu_code,emd_code,week_type,ALL_AADT,PSCR_AADT,BUS_AADT,FGCR_AADT,시도,시군구
11,11120,1112071,weekday,6427,5333,24,1070,서울특별시,은평구
11,11230,1123059,weekday,8477,7030,70,1377,서울특별시,강남구
11,11230,1123080,weekday,14381,11819,114,2448,서울특별시,강남구
11,11010,1101056,weekday,12002,9434,74,2494,서울특별시,종로구
11,11090,1109069,weekday,11158,9395,32,1732,서울특별시,강북구
11,11010,1101069,weekday,2472,1869,10,593,서울특별시,종로구
11,11070,1107070,weekday,3664,3075,19,569,서울특별시,중랑구
11,11170,1117072,weekday,12232,9508,166,2559,서울특별시,구로구
11,11100,1110055,weekday,8822,7443,36,1343,서울특별시,도봉구
11,11050,1105055,weekday,20071,15874,181,4016,서울특별시,광진구
11,11090,1109061,weekday,6533,5584,20,928,서울특별시,강북구
11,11040,1104067,weekday,21750,16836,338,4576,서울특별시,성동구
11,11070,1107061,weekday,10090,8177,63,1850,서울특별시,중랑구
11,11040,1104058,weekday,9505,7392,59,2055,서울특별시,성동구
11,11220,1122057,weekday,21442,16850,506,4087,서울특별시,서초구
11,11070,1107055,weekday,22049,17592,310,4147,서울특별시,중랑구
11,11030,1103066,weekday,12874,10220,77,2577,서울특별시,용산구
11,11170,1117068,weekday,10570,8134,68,2368,서울특별시,구로구
11,11100,1110065,weekday,7213,6180,26,1008,서울특별시,도봉구
11,11110,1111052,weekday,6570,5561,23,985,서울특별시,노원구
11,11210,1121058,weekday,15155,12016,104,3035,서울특별시,관악구
11,11090,1109065,weekday,11414,9670,33,1711,서울특별시,강북구
23,23060,2306067,weekday,6415,5913,30,471,인천광역시,부평구
23,23080,2308059,weekday,9061,7513,93,1455,인천광역시,서구
23,23060,2306053,weekday,11626,10193,92,1341,인천광역시,부평구
23,23310,2331037,weekday,1955,1679,9,267,인천광역시,강화군
23,23070,2307054,weekday,8544,7299,157,1088,인천광역시,계양구
23,23030,2303057,weekday,6232,5498,32,703,인천광역시,남구
23,23020,2302063,weekday,5835,5085,32,718,인천광역시,동구
23,23080,2308077,weekday,5864,4637,58,1169,인천광역시,서구
23,23030,2303070,weekday,11653,10284,71,1298,인천광역시,남구
23,23020,2302052,weekday,3552,3045,18,489,인천광역시,동구
23,23030,2303077,weekday,9231,7884,80,1266,인천광역시,남구
23,23310,2331035,weekday,4518,3784,22,712,인천광역시,강화군
23,23080,2308055,weekday,27627,22732,279,4616,인천광역시,서구
23,23050,2305065,weekday,17883,14359,286,3239,인천광역시,남동구
23,23070,2307063,weekday,15716,12656,359,2700,인천광역시,계양구
23,23020,2302064,weekday,3615,3172,27,416,인천광역시,동구
23,23020,2302053,weekday,5072,3944,60,1069,인천광역시,동구
23,23010,2301060,weekday,2980,2336,18,626,인천광역시,인천_중구
23,23080,2308054,weekday,12242,10253,108,1881,인천광역시,서구
23,23030,2303066,weekday,12654,11068,92,1494,인천광역시,남구
23,23060,2306057,weekday,8024,6891,71,1062,인천광역시,부평구
23,23060,2306061,weekday,6839,5905,44,890,인천광역시,부평구
23,23070,2307055,weekday,11024,9614,104,1306,인천광역시,계양구
23,23060,2306065,weekday,23593,19177,361,4055,인천광역시,부평구
23,23050,2305063,weekday,7677,6660,98,919,인천광역시,남동구
23,23070,2307061,weekday,16014,13166,223,2625,인천광역시,계양구
23,23040,2304051,weekday,7723,6570,51,1102,인천광역시,연수구
23,23030,2303054,weekday,4538,4068,20,451,인천광역시,남구
23,23060,2306066,weekday,8431,7420,104,906,인천광역시,부평구
23,23010,2301052,weekday,5744,4556,43,1144,인천광역시,인천_중구
23,23020,2302055,weekday,5799,4919,36,844,인천광역시,동구
23,23310,2331041,weekday,2931,2444,12,475,인천광역시,강화군
23,23030,2303074,weekday,12682,10817,112,1754,인천광역시,남구
23,23060,2306058,weekday,7778,6794,46,937,인천광역시,부평구
23,23050,2305064,weekday,15309,12339,225,2744,인천광역시,남동구
23,23030,2303059,weekday,10555,8729,93,1733,인천광역시,남구
23,23050,2305061,weekday,8423,7390,82,951,인천광역시,남동구
23,23030,2303062,weekday,9583,8342,67,1175,인천광역시,남구
23,23320,2332037,weekday,2397,2123,11,262,인천광역시,옹진군
23,23060,2306055,weekday,12042,10779,66,1197,인천광역시,부평구
23,23040,2304053,weekday,6452,5829,30,593,인천광역시,연수구
23,23080,2308079,weekday,5512,4468,65,979,인천광역시,서구
23,23050,2305060,weekday,4667,4167,42,458,인천광역시,남동구
23,23080,2308053,weekday,11313,9471,140,1702,인천광역시,서구
23,23060,2306072,weekday,8373,7414,45,913,인천광역시,부평구
23,23020,2302060,weekday,5477,4734,30,713,인천광역시,동구
23,23050,2305067,weekday,17951,14849,175,2927,인천광역시,남동구
23,23040,2304063,weekday,7540,5709,118,1713,인천광역시,연수구
23,23080,2308074,weekday,10302,8542,81,1679,인천광역시,서구
23,23020,2302051,weekday,2407,2024,12,371,인천광역시,동구
23,23040,2304056,weekday,6594,5873,38,683,인천광역시,연수구
23,23040,2304059,weekday,11342,9974,82,1286,인천광역시,연수구
23,23080,2308069,weekday,3963,3426,24,513,인천광역시,서구
23,23080,2308064,weekday,7428,6383,65,979,인천광역시,서구
23,23020,2302057,weekday,7038,5830,55,1152,인천광역시,동구
23,23310,2331031,weekday,3320,2876,17,427,인천광역시,강화군
23,23080,2308071,weekday,5868,4969,43,857,인천광역시,서구
23,23040,2304052,weekday,26534,20913,364,5258,인천광역시,연수구
23,23020,2302061,weekday,9171,7853,69,1250,인천광역시,동구
23,23050,2305052,weekday,11787,10391,77,1319,인천광역시,남동구
23,23050,2305062,weekday,7281,6220,120,941,인천광역시,남동구
23,23040,2304055,weekday,4926,4574,14,339,인천광역시,연수구
23,23080,2308076,weekday,4673,3746,159,768,인천광역시,서구
23,23310,2331040,weekday,1350,1181,4,165,인천광역시,강화군
23,23060,2306056,weekday,10114,8888,126,1100,인천광역시,부평구
23,23040,2304060,weekday,9029,7637,59,1332,인천광역시,연수구
23,23040,2304054,weekday,9952,8815,61,1077,인천광역시,연수구
23,23080,2308073,weekday,3652,2949,29,674,인천광역시,서구
23,23020,2302058,weekday,6553,5638,59,856,인천광역시,동구
23,23050,2305056,weekday,6925,6258,40,627,인천광역시,남동구
23,23070,2307051,weekday,5611,4951,18,642,인천광역시,계양구
23,23060,2306068,weekday,7833,7164,37,633,인천광역시,부평구
23,23080,2308056,weekday,21030,17220,190,3620,인천광역시,서구
23,23020,2302059,weekday,7183,6139,43,1001,인천광역시,동구
23,23010,2301054,weekday,7671,5854,57,1760,인천광역시,인천_중구
23,23080,2308062,weekday,12451,10147,139,2165,인천광역시,서구
23,23030,2303052,weekday,6863,6035,34,794,인천광역시,남구
23,23070,2307056,weekday,7157,6327,35,795,인천광역시,계양구
23,23030,2303075,weekday,9352,7985,62,1305,인천광역시,남구
23,23010,2301056,weekday,4540,4038,22,481,인천광역시,인천_중구
23,23080,2308065,weekday,11882,9973,143,1766,인천광역시,서구
23,23310,2331038,weekday,1445,1268,5,172,인천광역시,강화군
23,23050,2305054,weekday,15799,13834,127,1838,인천광역시,남동구
23,23040,2304065,weekday,2313,2109,13,191,인천광역시,연수구
23,23080,2308070,weekday,6136,5148,50,938,인천광역시,서구
23,23060,2306071,weekday,12362,10523,167,1672,인천광역시,부평구
23,23030,2303068,weekday,14429,12511,127,1791,인천광역시,남구
23,23080,2308063,weekday,5679,4963,45,671,인천광역시,서구
23,23010,2301053,weekday,7058,5724,57,1277,인천광역시,인천_중구
23,23060,2306060,weekday,7009,6207,34,769,인천광역시,부평구
23,23030,2303072,weekday,5976,5348,34,594,인천광역시,남구
23,23050,2305072,weekday,19848,15262,279,4307,인천광역시,남동구
23,23050,2305058,weekday,11357,9930,111,1316,인천광역시,남동구
23,23060,2306069,weekday,30369,24552,558,5260,인천광역시,부평구
23,23080,2308058,weekday,9540,7962,84,1494,인천광역시,서구
23,23040,2304064,weekday,4393,3771,35,587,인천광역시,연수구
23,23080,2308078,weekday,3544,3159,16,369,인천광역시,서구
23,23080,2308060,weekday,20509,16786,191,3532,인천광역시,서구
23,23080,2308051,weekday,8102,6656,182,1264,인천광역시,서구
23,23030,2303056,weekday,17789,14747,165,2877,인천광역시,남구
23,23060,2306070,weekday,11047,9518,105,1425,인천광역시,부평구
23,23050,2305059,weekday,17011,14718,176,2117,인천광역시,남동구
23,23010,2301063,weekday,2489,2226,17,246,인천광역시,인천_중구
23,23070,2307052,weekday,12500,10371,101,2028,인천광역시,계양구
23,23030,2303067,weekday,9702,8620,46,1036,인천광역시,남구
23,23030,2303076,weekday,10099,8714,73,1313,인천광역시,남구
23,23010,2301057,weekday,8792,7467,59,1267,인천광역시,인천_중구
23,23010,2301065,weekday,6459,5330,255,874,인천광역시,인천_중구
23,23030,2303060,weekday,14862,11857,189,2817,인천광역시,남구
23,23310,2331036,weekday,3073,2633,14,426,인천광역시,강화군
23,23030,2303069,weekday,9830,8406,80,1343,인천광역시,남구
23,23310,2331033,weekday,4707,3973,26,708,인천광역시,강화군
23,23050,2305074,weekday,7033,5969,69,995,인천광역시,남동구
23,23060,2306052,weekday,13799,12223,92,1484,인천광역시,부평구
23,23040,2304057,weekday,11301,9410,105,1787,인천광역시,연수구
23,23030,2303065,weekday,12493,11001,82,1409,인천광역시,남구
23,23040,2304058,weekday,10010,8634,73,1303,인천광역시,연수구
23,23030,2303071,weekday,11138,9827,83,1227,인천광역시,남구
23,23010,2301066,weekday,1473,1373,6,94,인천광역시,인천_중구
23,23070,2307053,weekday,11419,9674,180,1566,인천광역시,계양구
23,23060,2306064,weekday,12705,11149,77,1479,인천광역시,부평구
23,23050,2305057,weekday,13809,11901,145,1763,인천광역시,남동구
23,23060,2306059,weekday,8305,7322,51,931,인천광역시,부평구
23,23060,2306062,weekday,12966,10936,95,1936,인천광역시,부평구
23,23310,2331039,weekday,2557,2191,12,353,인천광역시,강화군
23,23060,2306054,weekday,9143,8236,42,865,인천광역시,부평구
23,23070,2307058,weekday,23643,19211,282,4150,인천광역시,계양구
23,23070,2307062,weekday,6864,6175,29,660,인천광역시,계양구
23,23060,2306051,weekday,7806,6976,41,789,인천광역시,부평구
23,23310,2331011,weekday,2844,2429,18,398,인천광역시,강화군
23,23050,2305053,weekday,11644,10379,77,1188,인천광역시,남동구
23,23010,2301061,weekday,2043,1776,8,259,인천광역시,인천_중구
23,23010,2301058,weekday,5722,4942,30,750,인천광역시,인천_중구
23,23070,2307057,weekday,12997,11063,107,1828,인천광역시,계양구
23,23050,2305051,weekday,8468,7547,53,867,인천광역시,남동구
23,23050,2305073,weekday,6999,6234,31,734,인천광역시,남동구
23,23030,2303061,weekday,8275,7374,46,855,인천광역시,남구
23,23010,2301064,weekday,4375,3635,105,635,인천광역시,인천_중구
23,23310,2331034,weekday,4183,3556,19,608,인천광역시,강화군
23,23050,2305055,weekday,9906,8864,58,984,인천광역시,남동구
23,23030,2303073,weekday,12256,10816,77,1363,인천광역시,남구
23,23310,2331032,weekday,3590,3077,17,497,인천광역시,강화군
23,23070,2307064,weekday,17170,13680,396,3094,인천광역시,계양구
23,23060,2306063,weekday,12639,10819,77,1743,인천광역시,부평구
31,31280,3128053,weekday,2450,1958,29,462,경기도,여주시
31,31220,3122032,weekday,5196,3539,143,1513,경기도,안성시
31,31210,3121035,weekday,6138,4319,176,1644,경기도,이천시
31,31101,3110162,weekday,6718,5371,42,1305,경기도,고양시 덕양구
31,31120,3112051,weekday,9190,7227,126,1837,경기도,구리시
31,31130,3113014,weekday,10594,8052,130,2412,경기도,남양주시
31,31210,3121033,weekday,10666,7307,300,3059,경기도,이천시
31,31060,3106060,weekday,12546,9085,85,3375,경기도,광명시
31,31191,3119151,weekday,5992,4684,55,1254,경기도,용인시 처인구
31,31050,3105052,weekday,6269,5685,26,558,경기도,부천시
31,31041,3104163,weekday,6946,6277,28,641,경기도,안양시 만안구
31,31130,3113058,weekday,5188,4158,54,976,경기도,남양주시
31,31220,3122041,weekday,3078,2194,77,808,경기도,안성시
31,31160,3116051,weekday,5529,4927,29,573,경기도,군포시
31,31042,3104266,weekday,12073,10540,111,1423,경기도,안양시 동안구
31,31014,3101459,weekday,5843,5060,43,741,경기도,수원시 영통구
31,31240,3124039,weekday,6305,4690,111,1503,경기도,화성시
31,31042,3104267,weekday,14819,12773,188,1858,경기도,안양시 동안구
31,31091,3109162,weekday,10854,9214,78,1563,경기도,안산시 상록구
31,31180,3118061,weekday,6128,5102,60,967,경기도,하남시
31,31092,3109277,weekday,11079,8656,177,2246,경기도,안산시 단원구
31,31101,3110153,weekday,6669,5513,36,1120,경기도,고양시 덕양구
31,31060,3106061,weekday,2873,1754,6,1113,경기도,광명시
31,31230,3123034,weekday,6303,5187,50,1065,경기도,김포시
31,31250,3125011,weekday,8003,6194,69,1739,경기도,광주시
31,31050,3105062,weekday,12201,10667,103,1430,경기도,부천시
31,31042,3104251,weekday,15999,14135,131,1732,경기도,안양시 동안구
31,31060,3106053,weekday,15563,11068,84,4410,경기도,광명시
31,31013,3101371,weekday,7466,6420,61,985,경기도,수원시 팔달구
31,31030,3103064,weekday,6229,4991,30,1209,경기도,의정부시
31,31060,3106066,weekday,13787,10141,96,3550,경기도,광명시
31,31110,3111052,weekday,12720,11122,118,1480,경기도,과천시
31,31050,3105060,weekday,6843,6030,36,777,경기도,부천시
31,31210,3121051,weekday,2500,1887,14,600,경기도,이천시
31,31042,3104258,weekday,8449,7919,36,494,경기도,안양시 동안구
31,31192,3119262,weekday,11182,9561,156,1465,경기도,용인시 기흥구
31,31070,3107056,weekday,4135,3449,67,618,경기도,평택시
31,31210,3121053,weekday,4856,3741,48,1066,경기도,이천시
31,31014,3101454,weekday,8566,7451,69,1046,경기도,수원시 영통구
31,31070,3107032,weekday,3258,2880,28,350,경기도,평택시
31,31101,3110166,weekday,8964,7250,76,1638,경기도,고양시 덕양구
31,31022,3102251,weekday,17029,13609,262,3159,경기도,성남시 중원구
31,31050,3105061,weekday,7224,6644,35,545,경기도,부천시
31,31150,3115065,weekday,5367,4603,34,730,경기도,시흥시
31,31240,3124043,weekday,12077,9618,191,2269,경기도,화성시
31,31104,3110457,weekday,6234,4723,47,1465,경기도,고양시 일산서구
31,31101,3110151,weekday,17774,12950,321,4503,경기도,고양시 덕양구
31,31021,3102161,weekday,9403,7768,74,1561,경기도,성남시 수정구
31,31180,3118055,weekday,3606,2997,22,587,경기도,하남시
31,31260,3126032,weekday,2670,2106,15,549,경기도,양주시
31,31021,3102151,weekday,8284,6883,34,1367,경기도,성남시 수정구
31,31011,3101156,weekday,4067,3569,23,475,경기도,수원시 장안구
31,31012,3101261,weekday,11120,9387,111,1622,경기도,수원시 권선구
31,31160,3116055,weekday,14774,12170,192,2412,경기도,군포시
31,31120,3112055,weekday,8347,6879,82,1387,경기도,구리시
31,31050,3105081,weekday,20560,16121,181,4258,경기도,부천시
31,31192,3119258,weekday,10053,8078,176,1799,경기도,용인시 기흥구
31,31014,3101453,weekday,8799,7671,69,1059,경기도,수원시 영통구
31,31042,3104259,weekday,8709,8060,46,603,경기도,안양시 동안구
31,31101,3110161,weekday,31198,23778,550,6870,경기도,고양시 덕양구
31,31011,3101159,weekday,6025,5254,41,729,경기도,수원시 장안구
31,31270,3127052,weekday,4549,3455,33,1060,경기도,포천시
31,31130,3113011,weekday,10015,8174,218,1622,경기도,남양주시
31,31091,3109174,weekday,9514,7931,87,1495,경기도,안산시 상록구
31,31200,3120056,weekday,5254,4207,29,1017,경기도,파주시
31,31192,3119255,weekday,5735,5071,71,593,경기도,용인시 기흥구
31,31060,3106064,weekday,6693,4719,27,1947,경기도,광명시
31,31280,3128037,weekday,3845,2862,121,862,경기도,여주시
31,31070,3107055,weekday,4165,3516,62,587,경기도,평택시
31,31012,3101260,weekday,8814,7726,73,1016,경기도,수원시 권선구
31,31191,3119154,weekday,5197,4114,51,1032,경기도,용인시 처인구
31,31193,3119354,weekday,7755,6655,50,1050,경기도,용인시 수지구
31,31101,3110155,weekday,10015,7782,77,2156,경기도,고양시 덕양구
31,31150,3115068,weekday,16610,12654,310,3645,경기도,시흥시
31,31050,3105071,weekday,6685,5782,38,865,경기도,부천시
31,31192,3119252,weekday,3879,3065,33,781,경기도,용인시 기흥구
31,31014,3101460,weekday,8856,7672,83,1101,경기도,수원시 영통구
31,31080,3108055,weekday,3957,3103,33,821,경기도,동두천시
31,31021,3102158,weekday,7949,6436,37,1475,경기도,성남시 수정구
31,31050,3105058,weekday,3698,3260,15,424,경기도,부천시
31,31023,3102367,weekday,7965,7063,47,854,경기도,성남시 분당구
31,31193,3119357,weekday,14800,11561,320,2919,경기도,용인시 수지구
31,31170,3117056,weekday,17571,14658,250,2663,경기도,의왕시
31,31060,3106058,weekday,14408,10786,137,3485,경기도,광명시
31,31240,3124056,weekday,8879,7398,83,1398,경기도,화성시
31,31103,3110359,weekday,8417,6513,62,1843,경기도,고양시 일산동구
31,31042,3104260,weekday,10965,10194,54,718,경기도,안양시 동안구
31,31250,3125036,weekday,2664,2142,25,497,경기도,광주시
31,31150,3115055,weekday,27476,21544,416,5515,경기도,시흥시
31,31160,3116060,weekday,6634,5914,34,686,경기도,군포시
31,31021,3102156,weekday,5150,4399,23,727,경기도,성남시 수정구
31,31021,3102155,weekday,3973,3345,16,612,경기도,성남시 수정구
31,31180,3118065,weekday,3976,3374,14,588,경기도,하남시
31,31150,3115054,weekday,16066,12780,208,3079,경기도,시흥시
31,31030,3103052,weekday,9609,7916,71,1622,경기도,의정부시
31,31200,3120031,weekday,4833,3871,43,919,경기도,파주시
31,31230,3123013,weekday,6929,5625,64,1241,경기도,김포시
31,31270,3127039,weekday,2435,1861,27,547,경기도,포천시
31,31021,3102159,weekday,29966,24190,514,5262,경기도,성남시 수정구
31,31180,3118051,weekday,18671,13589,393,4689,경기도,하남시
31,31200,3120013,weekday,2960,2338,12,609,경기도,파주시
31,31060,3106052,weekday,13400,9369,70,3961,경기도,광명시
31,31260,3126054,weekday,5010,3920,28,1062,경기도,양주시
31,31380,3138038,weekday,2959,2237,92,630,경기도,양평군
31,31104,3110455,weekday,6794,5242,43,1509,경기도,고양시 일산서구
31,31021,3102153,weekday,17073,14212,146,2715,경기도,성남시 수정구
31,31230,3123036,weekday,3519,3050,19,451,경기도,김포시
31,31022,3102258,weekday,12254,9565,63,2627,경기도,성남시 중원구
31,31012,3101252,weekday,12666,10754,129,1783,경기도,수원시 권선구
31,31050,3105078,weekday,5600,4630,37,932,경기도,부천시
31,31050,3105066,weekday,10190,9039,63,1088,경기도,부천시
31,31101,3110167,weekday,9777,8082,36,1659,경기도,고양시 덕양구
31,31240,3124036,weekday,7198,5131,164,1903,경기도,화성시
31,31250,3125052,weekday,6426,4895,45,1486,경기도,광주시
31,31104,3110451,weekday,3285,2241,11,1033,경기도,고양시 일산서구
31,31370,3137031,weekday,4364,3677,160,527,경기도,가평군
31,31070,3107057,weekday,2091,1816,18,257,경기도,평택시
31,31092,3109266,weekday,9407,7678,60,1668,경기도,안산시 단원구
31,31230,3123056,weekday,6164,5281,39,844,경기도,김포시
31,31180,3118064,weekday,21850,17376,463,4011,경기도,하남시
31,31060,3106065,weekday,12252,8911,82,3258,경기도,광명시
31,31091,3109177,weekday,12857,10601,98,2158,경기도,안산시 상록구
31,31023,3102354,weekday,12539,11106,69,1365,경기도,성남시 분당구
31,31030,3103059,weekday,11656,8994,183,2478,경기도,의정부시
31,31041,3104157,weekday,5295,4928,22,344,경기도,안양시 만안구
31,31041,3104164,weekday,15793,12290,154,3349,경기도,안양시 만안구
31,31013,3101354,weekday,10651,9053,122,1476,경기도,수원시 팔달구
31,31130,3113057,weekday,10440,8017,180,2243,경기도,남양주시
31,31193,3119353,weekday,6133,5253,109,771,경기도,용인시 수지구
31,31041,3104162,weekday,3595,3348,10,237,경기도,안양시 만안구
31,31210,3121054,weekday,3989,3099,32,858,경기도,이천시
31,31260,3126055,weekday,7015,5381,81,1553,경기도,양주시
31,31240,3124015,weekday,6013,4450,55,1508,경기도,화성시
31,31160,3116054,weekday,7113,6319,35,759,경기도,군포시
31,31260,3126033,weekday,4157,3271,18,867,경기도,양주시
31,31030,3103053,weekday,7509,6264,32,1212,경기도,의정부시
31,31192,3119253,weekday,6975,5936,156,883,경기도,용인시 기흥구
31,31050,3105055,weekday,10216,8801,61,1354,경기도,부천시
31,31022,3102261,weekday,16535,13220,205,3109,경기도,성남시 중원구
31,31041,3104158,weekday,14004,11522,181,2301,경기도,안양시 만안구
31,31230,3123011,weekday,7811,6510,70,1231,경기도,김포시
31,31091,3109155,weekday,6585,5743,32,811,경기도,안산시 상록구
31,31101,3110154,weekday,10166,7935,102,2129,경기도,고양시 덕양구
31,31200,3120058,weekday,6784,5317,40,1426,경기도,파주시
31,31050,3105064,weekday,13604,11766,110,1728,경기도,부천시
31,31370,3137032,weekday,4160,3266,62,832,경기도,가평군
31,31150,3115062,weekday,4634,4002,28,604,경기도,시흥시
31,31023,3102358,weekday,10221,8988,83,1149,경기도,성남시 분당구
31,31120,3112054,weekday,14240,11128,217,2896,경기도,구리시
31,31280,3128011,weekday,7073,4958,208,1906,경기도,여주시
31,31130,3113012,weekday,8350,6326,86,1939,경기도,남양주시
31,31042,3104262,weekday,11726,10500,86,1141,경기도,안양시 동안구
31,31101,3110158,weekday,6937,5776,28,1132,경기도,고양시 덕양구
31,31270,3127031,weekday,3212,2342,41,829,경기도,포천시
31,31230,3123062,weekday,7609,6398,55,1156,경기도,김포시
31,31021,3102167,weekday,23524,19269,557,3698,경기도,성남시 수정구
31,31091,3109157,weekday,20336,15392,416,4528,경기도,안산시 상록구
31,31050,3105063,weekday,6398,5980,25,392,경기도,부천시
31,31013,3101369,weekday,7695,6874,40,781,경기도,수원시 팔달구
31,31021,3102164,weekday,13117,10579,305,2232,경기도,성남시 수정구
31,31022,3102253,weekday,5249,3989,114,1146,경기도,성남시 중원구
31,31280,3128038,weekday,3129,2340,95,694,경기도,여주시
31,31091,3109156,weekday,11212,9670,73,1468,경기도,안산시 상록구
31,31350,3135034,weekday,1191,932,5,254,경기도,연천군
31,31193,3119351,weekday,6163,5511,39,613,경기도,용인시 수지구
31,31060,3106051,weekday,3858,2450,11,1397,경기도,광명시
31,31191,3119112,weekday,6645,5144,63,1439,경기도,용인시 처인구
31,31270,3127032,weekday,8029,6038,97,1895,경기도,포천시
31,31200,3120053,weekday,4152,3323,35,795,경기도,파주시
31,31013,3101368,weekday,8167,7206,53,908,경기도,수원시 팔달구
31,31210,3121038,weekday,706,498,14,194,경기도,이천시
31,31104,3110454,weekday,5202,3661,28,1513,경기도,고양시 일산서구
31,31170,3117055,weekday,14650,12234,268,2147,경기도,의왕시
31,31091,3109176,weekday,6827,5969,34,824,경기도,안산시 상록구
31,31200,3120021,weekday,161,121,0,40,경기도,파주시
31,31240,3124038,weekday,10807,8101,149,2558,경기도,화성시
31,31110,3111056,weekday,17188,14054,245,2888,경기도,과천시
31,31103,3110357,weekday,5934,4422,27,1484,경기도,고양시 일산동구
31,31021,3102168,weekday,8685,7117,60,1508,경기도,성남시 수정구
31,31103,3110353,weekday,7507,5737,50,1719,경기도,고양시 일산동구
31,31070,3107058,weekday,2801,2404,24,373,경기도,평택시
31,31023,3102372,weekday,11836,10334,89,1414,경기도,성남시 분당구
31,31200,3120035,weekday,5130,4103,31,995,경기도,파주시
31,31192,3119257,weekday,7609,6474,71,1064,경기도,용인시 기흥구
31,31150,3115056,weekday,21239,16171,326,4742,경기도,시흥시
31,31023,3102351,weekday,7166,6290,58,819,경기도,성남시 분당구
31,31120,3112056,weekday,9891,7698,158,2035,경기도,구리시
31,31220,3122011,weekday,10612,7836,379,2398,경기도,안성시
31,31023,3102363,weekday,4891,4208,25,658,경기도,성남시 분당구
31,31091,3109171,weekday,20770,16131,333,4306,경기도,안산시 상록구
31,31270,3127035,weekday,2060,1573,15,472,경기도,포천시
31,31240,3124066,weekday,9149,7383,289,1477,경기도,화성시
31,31120,3112052,weekday,20921,15432,436,5052,경기도,구리시
31,31260,3126051,weekday,8943,6997,50,1896,경기도,양주시
31,31230,3123012,weekday,17084,13523,227,3334,경기도,김포시
31,31070,3107064,weekday,6208,4824,86,1297,경기도,평택시
31,31220,3122036,weekday,4070,2840,33,1197,경기도,안성시
31,31192,3119261,weekday,19678,15339,717,3622,경기도,용인시 기흥구
31,31050,3105077,weekday,4604,3910,21,673,경기도,부천시
31,31191,3119132,weekday,5440,4444,93,902,경기도,용인시 처인구
31,31103,3110356,weekday,10796,8293,77,2425,경기도,고양시 일산동구
31,31170,3117053,weekday,12974,10856,179,1939,경기도,의왕시
31,31042,3104257,weekday,8544,7899,45,600,경기도,안양시 동안구
31,31080,3108051,weekday,1912,1526,13,373,경기도,동두천시
31,31012,3101254,weekday,8220,7184,65,971,경기도,수원시 권선구
31,31042,3104254,weekday,10247,9545,48,654,경기도,안양시 동안구
31,31013,3101367,weekday,8077,7140,53,884,경기도,수원시 팔달구
31,31050,3105051,weekday,7953,7063,39,851,경기도,부천시
31,31130,3113032,weekday,5693,4556,58,1080,경기도,남양주시
31,31070,3107037,weekday,3699,2726,33,939,경기도,평택시
31,31091,3109173,weekday,29710,22509,623,6578,경기도,안산시 상록구
31,31023,3102361,weekday,25994,20789,375,4830,경기도,성남시 분당구
31,31180,3118063,weekday,11683,9669,272,1742,경기도,하남시
31,31220,3122033,weekday,2154,1522,52,580,경기도,안성시
31,31130,3113051,weekday,7096,5632,79,1386,경기도,남양주시
31,31210,3121036,weekday,4111,2804,91,1216,경기도,이천시
31,31041,3104161,weekday,11533,9511,121,1901,경기도,안양시 만안구
31,31014,3101462,weekday,14377,11208,346,2823,경기도,수원시 영통구
31,31023,3102378,weekday,4298,3839,15,444,경기도,성남시 분당구
31,31101,3110164,weekday,22017,17032,300,4685,경기도,고양시 덕양구
31,31220,3122042,weekday,2931,2007,19,904,경기도,안성시
31,31101,3110169,weekday,6974,5684,35,1255,경기도,고양시 덕양구
31,31191,3119152,weekday,5699,4916,43,740,경기도,용인시 처인구
31,31011,3101163,weekday,35520,27087,864,7569,경기도,수원시 장안구
31,31200,3120054,weekday,5310,4230,37,1043,경기도,파주시
31,31050,3105086,weekday,16954,14132,143,2678,경기도,부천시
31,31380,3138034,weekday,2429,1956,42,430,경기도,양평군
31,31030,3103065,weekday,9620,7319,184,2117,경기도,의정부시
31,31230,3123035,weekday,5311,4489,48,774,경기도,김포시
31,31092,3109278,weekday,10436,8754,62,1620,경기도,안산시 단원구
31,31050,3105057,weekday,6594,5434,37,1123,경기도,부천시
31,31023,3102364,weekday,13349,11290,171,1888,경기도,성남시 분당구
31,31160,3116056,weekday,7621,6738,42,842,경기도,군포시
31,31200,3120057,weekday,4698,3861,23,814,경기도,파주시
31,31050,3105076,weekday,5872,4947,43,882,경기도,부천시
31,31030,3103058,weekday,5000,4111,27,862,경기도,의정부시
31,31070,3107062,weekday,8385,6392,256,1737,경기도,평택시
31,31092,3109268,weekday,7480,6570,20,890,경기도,안산시 단원구
31,31012,3101264,weekday,7733,6629,71,1033,경기도,수원시 권선구
31,31050,3105054,weekday,11561,9836,72,1654,경기도,부천시
31,31140,3114053,weekday,4854,4245,43,565,경기도,오산시
31,31041,3104152,weekday,14144,12222,118,1804,경기도,안양시 만안구
31,31220,3122039,weekday,8550,5687,235,2629,경기도,안성시
31,31021,3102162,weekday,7783,6569,43,1171,경기도,성남시 수정구
31,31023,3102355,weekday,10911,9654,62,1195,경기도,성남시 분당구
31,31270,3127036,weekday,3804,2897,43,864,경기도,포천시
31,31220,3122038,weekday,18207,13315,723,4170,경기도,안성시
31,31042,3104263,weekday,14760,12469,197,2094,경기도,안양시 동안구
31,31240,3124037,weekday,2252,1795,31,425,경기도,화성시
